element_id,layer,cx_in,cy_in,cz_in,po_sx,po_sy,po_sz,po_sxy,po_syz,po_szx,ae_sx,ae_sy,ae_sz,ae_sxy,ae_syz,ae_sxz,max_abs_diff_psi,rel_to_peak_pct
1,1,2.1000,2.0000,6.0000,0.030260,-0.106600,-2.149000,0.025660,-0.206800,-0.645700,0.030265,-0.106621,-2.148775,0.025656,-0.206753,-0.645673,2.247467e-04,0.006589
2,1,6.3000,2.0000,6.0000,0.077540,0.116900,-0.649100,-0.011760,-0.055090,-0.682700,0.077535,0.116919,-0.649131,-0.011762,-0.055091,-0.682682,3.083521e-05,0.000904
3,1,10.5000,2.0000,6.0000,0.128200,0.089810,-0.844300,-0.002209,-0.060640,-0.753500,0.128168,0.089808,-0.844293,-0.002209,-0.060636,-0.753540,3.968671e-05,0.001163
4,1,14.7000,2.0000,6.0000,0.165500,0.105900,-0.744100,-0.000471,-0.052850,-0.647700,0.165544,0.105867,-0.744105,-0.000471,-0.052848,-0.647718,4.423507e-05,0.001297
5,1,18.9000,2.0000,6.0000,0.196700,0.104100,-0.766700,0.000580,-0.053990,-0.660200,0.196687,0.104056,-0.766740,0.000580,-0.053990,-0.660198,4.421823e-05,0.001296
6,1,23.1000,2.0000,6.0000,0.224200,0.110400,-0.733800,0.000264,-0.049950,-0.544000,0.224218,0.110431,-0.733819,0.000264,-0.049954,-0.544031,3.142945e-05,0.000921
7,1,27.3000,2.0000,6.0000,0.248400,0.110100,-0.746900,0.000967,-0.050510,-0.532000,0.248449,0.110069,-0.746945,0.000966,-0.050507,-0.531993,4.857241e-05,0.001424
8,1,31.5000,2.0000,6.0000,0.269100,0.114700,-0.727300,0.000588,-0.047790,-0.418900,0.269090,0.114730,-0.727294,0.000588,-0.047792,-0.418907,2.992145e-05,0.000877
9,1,35.7000,2.0000,6.0000,0.286300,0.115000,-0.738900,0.001483,-0.048220,-0.393600,0.286340,0.115037,-0.738919,0.001483,-0.048219,-0.393622,4.042060e-05,0.001185
10,1,39.9000,2.0000,6.0000,0.300400,0.116800,-0.738000,0.000718,-0.048330,-0.288700,0.300366,0.116750,-0.737980,0.000718,-0.048331,-0.288734,4.996772e-05,0.001465
11,1,44.1000,2.0000,6.0000,0.311400,0.116900,-0.748400,0.001710,-0.048720,-0.267300,0.311367,0.116863,-0.748397,0.001710,-0.048721,-0.267309,3.664695e-05,0.001074
12,1,48.3000,2.0000,6.0000,0.319600,0.117400,-0.754700,0.000753,-0.049460,-0.173800,0.319583,0.117375,-0.754722,0.000753,-0.049455,-0.173794,2.544346e-05,0.000746
13,1,52.5000,2.0000,6.0000,0.325200,0.117500,-0.762600,0.001733,-0.049510,-0.162000,0.325232,0.117534,-0.762575,0.001733,-0.049505,-0.161963,3.742361e-05,0.001097
14,1,56.7000,2.0000,6.0000,0.328800,0.117200,-0.773400,0.000798,-0.050980,-0.080240,0.328800,0.117239,-0.773388,0.000798,-0.050979,-0.080245,3.894418e-05,0.001142
15,1,60.9000,2.0000,6.0000,0.330500,0.117500,-0.778700,0.001586,-0.050990,-0.081920,0.330482,0.117508,-0.778670,0.001586,-0.050992,-0.081917,3.015255e-05,0.000884
16,1,65.1000,2.0000,6.0000,0.330800,0.116800,-0.790300,0.000724,-0.052420,-0.010320,0.330779,0.116849,-0.790252,0.000724,-0.052416,-0.010316,4.888411e-05,0.001433
17,1,69.3000,2.0000,6.0000,0.329700,0.117400,-0.793200,0.001525,-0.052300,-0.024580,0.329743,0.117355,-0.793172,0.001525,-0.052305,-0.024577,4.514203e-05,0.001323
18,1,73.5000,2.0000,6.0000,0.327500,0.116200,-0.804000,0.000498,-0.053950,0.039510,0.327451,0.116241,-0.804026,0.000498,-0.053951,0.039511,4.935788e-05,0.001447
19,1,77.7000,2.0000,6.0000,0.324100,0.116600,-0.805400,0.001389,-0.053720,0.013990,0.324146,0.116580,-0.805358,0.001389,-0.053724,0.013987,4.590631e-05,0.001346
20,1,81.9000,2.0000,6.0000,0.320200,0.115700,-0.814600,0.000425,-0.054560,0.073070,0.320238,0.115677,-0.814571,0.000425,-0.054559,0.073069,3.833077e-05,0.001124
21,1,86.1000,2.0000,6.0000,0.316300,0.116000,-0.814300,0.001335,-0.054350,0.038410,0.316288,0.115985,-0.814256,0.001335,-0.054348,0.038414,4.354119e-05,0.001276
22,1,90.3000,2.0000,6.0000,0.311700,0.115200,-0.821900,0.000423,-0.055310,0.094130,0.311671,0.115241,-0.821870,0.000423,-0.055313,0.094131,4.123475e-05,0.001209
23,1,94.5000,2.0000,6.0000,0.306700,0.115800,-0.820500,0.001088,-0.055010,0.052280,0.306720,0.115805,-0.820487,0.001088,-0.055011,0.052281,2.045952e-05,0.000600
24,1,98.7000,2.0000,6.0000,0.301500,0.115000,-0.826300,0.000183,-0.055550,0.106600,0.301529,0.115027,-0.826346,0.000183,-0.055554,0.106603,4.556042e-05,0.001336
25,1,102.9000,2.0000,6.0000,0.296500,0.115300,-0.824400,0.001040,-0.055480,0.060120,0.296451,0.115306,-0.824375,0.001040,-0.055480,0.060121,4.908306e-05,0.001439
26,1,107.1000,2.0000,6.0000,0.291500,0.114700,-0.828200,0.000147,-0.056030,0.114200,0.291514,0.114691,-0.828237,0.000147,-0.056026,0.114165,3.663587e-05,0.001074
27,1,111.3000,2.0000,6.0000,0.286300,0.114800,-0.825400,0.000798,-0.055660,0.064710,0.286268,0.114837,-0.825395,0.000798,-0.055662,0.064706,3.685005e-05,0.001080
28,1,115.5000,2.0000,6.0000,0.281100,0.114100,-0.828200,-0.000082,-0.055870,0.120600,0.281121,0.114110,-0.828190,-0.000082,-0.055868,0.120645,4.522343e-05,0.001326
29,1,119.7000,2.0000,6.0000,0.276000,0.114200,-0.825200,0.000630,-0.055680,0.070440,0.276025,0.114209,-0.825185,0.000630,-0.055675,0.070444,2.475752e-05,0.000726
30,1,123.9000,2.0000,6.0000,0.270500,0.113800,-0.825000,-0.000141,-0.055580,0.129300,0.270504,0.113848,-0.825047,-0.000141,-0.055577,0.129297,4.835242e-05,0.001418
31,1,128.1000,2.0000,6.0000,0.264800,0.113900,-0.820900,0.000515,-0.055380,0.079660,0.264774,0.113876,-0.820866,0.000515,-0.055384,0.079663,3.353593e-05,0.000983
32,1,132.3000,2.0000,6.0000,0.259200,0.113200,-0.819800,-0.000268,-0.055150,0.142300,0.259201,0.113235,-0.819774,-0.000268,-0.055155,0.142261,3.872984e-05,0.001135
33,1,136.5000,2.0000,6.0000,0.253300,0.113000,-0.815000,0.000371,-0.054970,0.095230,0.253252,0.112994,-0.815026,0.000371,-0.054968,0.095232,4.836377e-05,0.001418
34,1,140.7000,2.0000,6.0000,0.247000,0.112400,-0.812900,-0.000377,-0.054530,0.162800,0.246977,0.112410,-0.812861,-0.000377,-0.054525,0.162800,3.856544e-05,0.001131
35,1,144.9000,2.0000,6.0000,0.240200,0.112200,-0.807200,0.000308,-0.054230,0.119300,0.240240,0.112220,-0.807191,0.000308,-0.054227,0.119252,4.753428e-05,0.001394
36,1,149.1000,2.0000,6.0000,0.232600,0.112100,-0.799900,-0.000313,-0.053170,0.194800,0.232595,0.112121,-0.799927,-0.000313,-0.053166,0.194756,4.421030e-05,0.001296
37,1,153.3000,2.0000,6.0000,0.224000,0.111700,-0.793000,0.000503,-0.053000,0.160500,0.224011,0.111748,-0.793007,0.000503,-0.052996,0.160458,4.767566e-05,0.001398
38,1,157.5000,2.0000,6.0000,0.214700,0.106800,-0.816100,0.000095,-0.055590,0.239600,0.214656,0.106768,-0.816098,0.000095,-0.055593,0.239636,4.386093e-05,0.001286
39,1,161.7000,2.0000,6.0000,0.204000,0.111000,-0.772800,0.003467,-0.047850,0.192400,0.203984,0.111023,-0.772774,0.003467,-0.047847,0.192405,2.584877e-05,0.000758
40,1,165.9000,2.0000,6.0000,0.192500,0.123500,-0.673900,0.006307,-0.084640,0.329500,0.192481,0.123479,-0.673921,0.006307,-0.084645,0.329547,4.714057e-05,0.001382
41,1,2.1000,6.0000,6.0000,0.038810,-0.109100,-2.005000,-0.020990,0.186600,-0.641300,0.038810,-0.109071,-2.005461,-0.020989,0.186555,-0.641322,4.614794e-04,0.013529
42,1,6.3000,6.0000,6.0000,0.091960,0.118900,-0.556300,0.010190,0.057350,-0.673500,0.091959,0.118940,-0.556295,0.010193,0.057352,-0.673537,4.048808e-05,0.001187
43,1,10.5000,6.0000,6.0000,0.138500,0.087470,-0.784700,0.003082,0.071750,-0.756700,0.138528,0.087465,-0.784678,0.003082,0.071749,-0.756716,2.828058e-05,0.000829
44,1,14.7000,6.0000,6.0000,0.174500,0.105100,-0.684900,0.002378,0.064640,-0.644700,0.174534,0.105080,-0.684923,0.002378,0.064637,-0.644741,4.062343e-05,0.001191
45,1,18.9000,6.0000,6.0000,0.205400,0.103400,-0.705200,0.002760,0.065400,-0.663800,0.205427,0.103399,-0.705175,0.002760,0.065402,-0.663826,2.731976e-05,0.000801
46,1,23.1000,6.0000,6.0000,0.232600,0.109300,-0.677700,0.002346,0.063460,-0.538400,0.232619,0.109272,-0.677728,0.002346,0.063464,-0.538394,2.809901e-05,0.000824
47,1,27.3000,6.0000,6.0000,0.256700,0.109500,-0.688700,0.003192,0.064650,-0.537300,0.256666,0.109452,-0.688685,0.003192,0.064647,-0.537325,4.770058e-05,0.001398
48,1,31.5000,6.0000,6.0000,0.277300,0.114100,-0.671900,0.002841,0.064080,-0.411900,0.277336,0.114054,-0.671914,0.002841,0.064080,-0.411856,4.648608e-05,0.001363
49,1,35.7000,6.0000,6.0000,0.294600,0.114300,-0.681300,0.003480,0.065010,-0.400400,0.294613,0.114292,-0.681315,0.003480,0.065011,-0.400418,1.800638e-05,0.000528
50,1,39.9000,6.0000,6.0000,0.308600,0.115900,-0.681800,0.002671,0.066350,-0.280800,0.308573,0.115864,-0.681849,0.002671,0.066350,-0.280779,4.893744e-05,0.001435
51,1,44.1000,6.0000,6.0000,0.319700,0.116200,-0.690000,0.003746,0.066990,-0.274900,0.319675,0.116233,-0.690010,0.003746,0.066992,-0.274932,3.309074e-05,0.000970
52,1,48.3000,6.0000,6.0000,0.327900,0.116600,-0.696900,0.002528,0.068800,-0.165100,0.327949,0.116599,-0.696855,0.002528,0.068803,-0.165063,4.928043e-05,0.001445
53,1,52.5000,6.0000,6.0000,0.333800,0.116900,-0.703300,0.003697,0.069270,-0.170400,0.333778,0.116905,-0.703313,0.003697,0.069265,-0.170419,2.245221e-05,0.000658
54,1,56.7000,6.0000,6.0000,0.337400,0.116500,-0.713800,0.002527,0.071310,-0.071350,0.337386,0.116502,-0.713831,0.002527,0.071314,-0.071348,3.057504e-05,0.000896
55,1,60.9000,6.0000,6.0000,0.339200,0.116800,-0.718100,0.003443,0.071650,-0.090560,0.339204,0.116821,-0.718127,0.003443,0.071648,-0.090562,2.667930e-05,0.000782
56,1,65.1000,6.0000,6.0000,0.339700,0.116100,-0.728800,0.002498,0.073600,-0.001238,0.339679,0.116129,-0.728762,0.002498,0.073597,-0.001238,3.795331e-05,0.001113
57,1,69.3000,6.0000,6.0000,0.338700,0.116500,-0.730900,0.003130,0.073910,-0.033330,0.338668,0.116456,-0.730901,0.003130,0.073910,-0.033326,4.430328e-05,0.001299
58,1,73.5000,6.0000,6.0000,0.336400,0.115400,-0.741100,0.001927,0.075730,0.048430,0.336423,0.115419,-0.741111,0.001927,0.075726,0.048430,2.329239e-05,0.000683
59,1,77.7000,6.0000,6.0000,0.333400,0.115800,-0.742100,0.003051,0.076040,0.005700,0.333374,0.115830,-0.742083,0.003051,0.076037,0.005700,2.968156e-05,0.000870
60,1,81.9000,6.0000,6.0000,0.329700,0.115100,-0.750500,0.001756,0.077300,0.081800,0.329747,0.115083,-0.750476,0.001756,0.077297,0.081802,4.672699e-05,0.001370
61,1,86.1000,6.0000,6.0000,0.325600,0.115400,-0.750300,0.002625,0.077510,0.029960,0.325632,0.115429,-0.750255,0.002625,0.077511,0.029965,4.483098e-05,0.001314
62,1,90.3000,6.0000,6.0000,0.320900,0.114500,-0.756900,0.001667,0.078460,0.102600,0.320938,0.114542,-0.756874,0.001667,0.078460,0.102555,4.481649e-05,0.001314
63,1,94.5000,6.0000,6.0000,0.316100,0.114900,-0.756100,0.002441,0.078460,0.044490,0.316087,0.114882,-0.756057,0.002441,0.078457,0.044487,4.275712e-05,0.001254
64,1,98.7000,6.0000,6.0000,0.311000,0.114200,-0.761500,0.001242,0.079140,0.114900,0.311041,0.114167,-0.761492,0.001242,0.079141,0.114873,4.137614e-05,0.001213
65,1,102.9000,6.0000,6.0000,0.305900,0.114400,-0.760000,0.002090,0.079170,0.052020,0.305891,0.114374,-0.759985,0.002090,0.079165,0.052016,2.637235e-05,0.000773
66,1,107.1000,6.0000,6.0000,0.300800,0.113900,-0.763000,0.000939,0.079550,0.122000,0.300798,0.113909,-0.762982,0.000939,0.079549,0.122011,1.771177e-05,0.000519
67,1,111.3000,6.0000,6.0000,0.295800,0.114200,-0.760300,0.001572,0.079540,0.057120,0.295785,0.114171,-0.760300,0.001572,0.079538,0.057123,2.914715e-05,0.000855
68,1,115.5000,6.0000,6.0000,0.290700,0.113500,-0.762400,0.000634,0.079630,0.128100,0.290740,0.113483,-0.762361,0.000634,0.079634,0.128149,4.880281e-05,0.001431
69,1,119.7000,6.0000,6.0000,0.285500,0.113600,-0.759800,0.001418,0.079590,0.063150,0.285542,0.113578,-0.759805,0.001418,0.079593,0.063152,4.151872e-05,0.001217
70,1,123.9000,6.0000,6.0000,0.280000,0.113100,-0.759600,0.000331,0.079270,0.136300,0.280012,0.113128,-0.759584,0.000331,0.079265,0.136289,2.783021e-05,0.000816
71,1,128.1000,6.0000,6.0000,0.274300,0.112900,-0.756800,0.000983,0.079130,0.072730,0.274293,0.112865,-0.756797,0.000983,0.079133,0.072735,3.521820e-05,0.001032
72,1,132.3000,6.0000,6.0000,0.268600,0.112400,-0.755000,0.000024,0.078590,0.149100,0.268616,0.112393,-0.754978,0.000024,0.078587,0.149065,3.456335e-05,0.001013
73,1,136.5000,6.0000,6.0000,0.262600,0.112200,-0.751000,0.000815,0.078390,0.088490,0.262596,0.112185,-0.751032,0.000815,0.078387,0.088489,3.177248e-05,0.000931
74,1,140.7000,6.0000,6.0000,0.256400,0.111800,-0.748800,0.000018,0.077720,0.169200,0.256368,0.111770,-0.748751,0.000018,0.077721,0.169186,4.888448e-05,0.001433
75,1,144.9000,6.0000,6.0000,0.249500,0.111600,-0.743900,0.000558,0.077660,0.113000,0.249550,0.111617,-0.743854,0.000558,0.077663,0.112955,4.977634e-05,0.001459
76,1,149.1000,6.0000,6.0000,0.241800,0.111500,-0.736500,-0.000383,0.076210,0.200600,0.241828,0.111466,-0.736547,-0.000383,0.076209,0.200618,4.681468e-05,0.001372
77,1,153.3000,6.0000,6.0000,0.233200,0.110900,-0.731100,0.000061,0.075850,0.154400,0.233155,0.110944,-0.731051,0.000061,0.075851,0.154406,4.933159e-05,0.001446
78,1,157.5000,6.0000,6.0000,0.223700,0.106200,-0.752700,-0.001093,0.077450,0.244700,0.223684,0.106174,-0.752665,-0.001093,0.077454,0.244739,3.923964e-05,0.001150
79,1,161.7000,6.0000,6.0000,0.212400,0.110100,-0.718000,-0.003587,0.070450,0.188000,0.212367,0.110063,-0.718043,-0.003587,0.070452,0.187969,4.284158e-05,0.001256
80,1,165.9000,6.0000,6.0000,0.199500,0.123200,-0.625600,-0.006943,0.107900,0.334300,0.199523,0.123209,-0.625603,-0.006943,0.107884,0.334301,2.287002e-05,0.000670
81,1,2.1000,10.0000,6.0000,0.027900,-0.107500,-2.206000,0.016590,-0.124800,-0.659500,0.027898,-0.107536,-2.205678,0.016588,-0.124768,-0.659469,3.220990e-04,0.009443
82,1,6.3000,10.0000,6.0000,0.072940,0.115100,-0.676100,-0.008131,-0.002781,-0.674400,0.072938,0.115073,-0.676118,-0.008131,-0.002781,-0.674423,2.666714e-05,0.000782
83,1,10.5000,10.0000,6.0000,0.123900,0.087210,-0.880100,0.000715,-0.013760,-0.756000,0.123883,0.087207,-0.880081,0.000715,-0.013759,-0.755956,4.403899e-05,0.001291
84,1,14.7000,10.0000,6.0000,0.161200,0.103800,-0.771900,0.002224,-0.004663,-0.644900,0.161168,0.103769,-0.771872,0.002224,-0.004663,-0.644850,4.997038e-05,0.001465
85,1,18.9000,10.0000,6.0000,0.192400,0.102400,-0.788400,0.003114,-0.004108,-0.663000,0.192390,0.102409,-0.788420,0.003114,-0.004108,-0.663008,1.953709e-05,0.000573
86,1,23.1000,10.0000,6.0000,0.220000,0.108100,-0.760100,0.003976,-0.000539,-0.537800,0.219972,0.108085,-0.760134,0.003976,-0.000539,-0.537817,3.406376e-05,0.000999
87,1,27.3000,10.0000,6.0000,0.244100,0.108600,-0.769300,0.004400,0.000569,-0.536100,0.244059,0.108591,-0.769320,0.004400,0.000569,-0.536096,4.068362e-05,0.001193
88,1,31.5000,10.0000,6.0000,0.264700,0.112900,-0.752400,0.005095,0.003371,-0.411400,0.264678,0.112911,-0.752443,0.005095,0.003371,-0.411387,4.335334e-05,0.001271
89,1,35.7000,10.0000,6.0000,0.282100,0.113400,-0.761200,0.005069,0.004654,-0.399100,0.282099,0.113355,-0.761242,0.005069,0.004654,-0.399063,4.478743e-05,0.001313
90,1,39.9000,10.0000,6.0000,0.295900,0.114900,-0.763000,0.005464,0.005392,-0.280200,0.295950,0.114916,-0.763004,0.005464,0.005392,-0.280241,4.976989e-05,0.001459
91,1,44.1000,10.0000,6.0000,0.306700,0.115300,-0.771700,0.005596,0.006778,-0.273400,0.306726,0.115268,-0.771668,0.005596,0.006778,-0.273439,3.916843e-05,0.001148
92,1,48.3000,10.0000,6.0000,0.314800,0.115700,-0.780000,0.005511,0.006625,-0.164900,0.314844,0.115676,-0.779983,0.005511,0.006625,-0.164861,4.402424e-05,0.001291
93,1,52.5000,10.0000,6.0000,0.320400,0.116000,-0.787400,0.005486,0.007846,-0.169100,0.320432,0.116036,-0.787386,0.005486,0.007846,-0.169123,3.636623e-05,0.001066
94,1,56.7000,10.0000,6.0000,0.324100,0.115600,-0.799000,0.005385,0.007343,-0.071290,0.324059,0.115623,-0.798952,0.005385,0.007343,-0.071286,4.770073e-05,0.001398
95,1,60.9000,10.0000,6.0000,0.325800,0.115900,-0.804600,0.005056,0.008324,-0.089370,0.325765,0.115883,-0.804588,0.005056,0.008324,-0.089375,3.452335e-05,0.001012
96,1,65.1000,10.0000,6.0000,0.325900,0.114900,-0.816400,0.005227,0.007600,-0.001279,0.325931,0.114866,-0.816395,0.005227,0.007600,-0.001279,3.437430e-05,0.001008
97,1,69.3000,10.0000,6.0000,0.324700,0.115200,-0.819500,0.004798,0.008593,-0.032160,0.324672,0.115245,-0.819524,0.004798,0.008593,-0.032156,4.498397e-05,0.001319
98,1,73.5000,10.0000,6.0000,0.322300,0.114700,-0.830500,0.004686,0.008213,0.048520,0.322340,0.114703,-0.830492,0.004686,0.008213,0.048516,4.039704e-05,0.001184
99,1,77.7000,10.0000,6.0000,0.319300,0.115200,-0.832300,0.004317,0.008972,0.006668,0.319251,0.115176,-0.832349,0.004317,0.008972,0.006668,4.923778e-05,0.001443
100,1,81.9000,10.0000,6.0000,0.315600,0.114200,-0.841400,0.003994,0.008513,0.081640,0.315632,0.114231,-0.841410,0.003994,0.008513,0.081637,3.156319e-05,0.000925
101,1,86.1000,10.0000,6.0000,0.311300,0.114500,-0.842100,0.003536,0.009242,0.030890,0.311302,0.114501,-0.842127,0.003536,0.009242,0.030886,2.690023e-05,0.000789
102,1,90.3000,10.0000,6.0000,0.306700,0.113600,-0.849100,0.003574,0.009021,0.102200,0.306652,0.113601,-0.849061,0.003574,0.009021,0.102243,4.813362e-05,0.001411
103,1,94.5000,10.0000,6.0000,0.301700,0.113700,-0.848500,0.003231,0.009261,0.045260,0.301737,0.113659,-0.848484,0.003231,0.009261,0.045257,4.112755e-05,0.001206
104,1,98.7000,10.0000,6.0000,0.296600,0.113000,-0.853900,0.003010,0.008919,0.114700,0.296584,0.113023,-0.853877,0.003010,0.008919,0.114679,2.325817e-05,0.000682
105,1,102.9000,10.0000,6.0000,0.291500,0.113400,-0.852700,0.002536,0.009390,0.052760,0.291478,0.113387,-0.852685,0.002536,0.009390,0.052757,2.156377e-05,0.000632
106,1,107.1000,10.0000,6.0000,0.286200,0.112800,-0.856200,0.002435,0.009412,0.121700,0.286234,0.112804,-0.856181,0.002435,0.009412,0.121698,3.365995e-05,0.000987
107,1,111.3000,10.0000,6.0000,0.281400,0.113000,-0.854000,0.001884,0.009537,0.057630,0.281360,0.113049,-0.853992,0.001884,0.009537,0.057625,4.886831e-05,0.001433
108,1,115.5000,10.0000,6.0000,0.276400,0.112700,-0.855200,0.001823,0.009495,0.127800,0.276415,0.112654,-0.855152,0.001823,0.009495,0.127786,4.791826e-05,0.001405
109,1,119.7000,10.0000,6.0000,0.271000,0.112600,-0.852600,0.001462,0.009390,0.063440,0.271011,0.112596,-0.852550,0.001462,0.009390,0.063440,4.974186e-05,0.001458
110,1,123.9000,10.0000,6.0000,0.265600,0.112000,-0.852500,0.001256,0.009464,0.135700,0.265597,0.112031,-0.852540,0.001256,0.009464,0.135735,4.004712e-05,0.001174
111,1,128.1000,10.0000,6.0000,0.260200,0.111700,-0.849300,0.000761,0.009252,0.073010,0.260157,0.111747,-0.849331,0.000761,0.009252,0.073013,4.726478e-05,0.001386
112,1,132.3000,10.0000,6.0000,0.254400,0.111300,-0.846900,0.000764,0.009346,0.148500,0.254413,0.111313,-0.846894,0.000764,0.009346,0.148520,2.042754e-05,0.000599
113,1,136.5000,10.0000,6.0000,0.248600,0.111400,-0.842400,0.000497,0.009014,0.088540,0.248598,0.111353,-0.842413,0.000497,0.009014,0.088539,4.652884e-05,0.001364
114,1,140.7000,10.0000,6.0000,0.242400,0.110900,-0.839100,0.000527,0.009298,0.168600,0.242409,0.110939,-0.839092,0.000527,0.009298,0.168590,3.926946e-05,0.001151
115,1,144.9000,10.0000,6.0000,0.235500,0.110500,-0.833600,-0.000026,0.009015,0.113100,0.235549,0.110469,-0.833564,-0.000026,0.009015,0.113148,4.938193e-05,0.001448
116,1,149.1000,10.0000,6.0000,0.228100,0.110300,-0.825800,0.000111,0.010110,0.200100,0.228082,0.110304,-0.825846,0.000111,0.010105,0.200139,4.593683e-05,0.001347
117,1,153.3000,10.0000,6.0000,0.219500,0.109800,-0.820500,0.000094,0.009643,0.154200,0.219503,0.109752,-0.820536,0.000094,0.009643,0.154178,4.797639e-05,0.001407
118,1,157.5000,10.0000,6.0000,0.210500,0.105100,-0.839800,0.000497,0.007379,0.244300,0.210476,0.105080,-0.839806,0.000497,0.007379,0.244326,2.553641e-05,0.000749
119,1,161.7000,10.0000,6.0000,0.200200,0.108300,-0.800300,0.003412,0.012290,0.186600,0.200230,0.108342,-0.800316,0.003412,0.012290,0.186644,4.369101e-05,0.001281
120,1,165.9000,10.0000,6.0000,0.189900,0.122200,-0.686100,0.007371,-0.033210,0.328200,0.189919,0.122231,-0.686087,0.007371,-0.033209,0.328179,3.143968e-05,0.000922
121,1,2.1000,14.0000,6.0000,0.034660,-0.109900,-2.093000,-0.013790,0.122300,-0.645700,0.034662,-0.109880,-2.092621,-0.013793,0.122264,-0.645728,3.793328e-04,0.011121
122,1,6.3000,14.0000,6.0000,0.084420,0.114300,-0.607300,0.010520,0.039730,-0.677100,0.084417,0.114288,-0.607326,0.010518,0.039727,-0.677130,3.010245e-05,0.000883
123,1,10.5000,14.0000,6.0000,0.131700,0.084150,-0.824700,0.003823,0.059910,-0.751600,0.131730,0.084145,-0.824663,0.003823,0.059911,-0.751592,3.728976e-05,0.001093
124,1,14.7000,14.0000,6.0000,0.168100,0.101600,-0.722800,0.004661,0.056330,-0.646000,0.168064,0.101646,-0.722847,0.004661,0.056326,-0.645977,4.697874e-05,0.001377
125,1,18.9000,14.0000,6.0000,0.198900,0.100200,-0.741500,0.004868,0.059650,-0.658900,0.198857,0.100185,-0.741548,0.004868,0.059645,-0.658879,4.819514e-05,0.001413
126,1,23.1000,14.0000,6.0000,0.226200,0.105900,-0.714300,0.006116,0.059650,-0.538800,0.226166,0.105912,-0.714332,0.006116,0.059650,-0.538768,3.416709e-05,0.001002
127,1,27.3000,14.0000,6.0000,0.250000,0.106500,-0.723700,0.006452,0.061960,-0.532100,0.250021,0.106455,-0.723725,0.006452,0.061955,-0.532137,4.482774e-05,0.001314
128,1,31.5000,14.0000,6.0000,0.270700,0.110800,-0.707600,0.007211,0.062560,-0.412500,0.270704,0.110827,-0.707557,0.007211,0.062557,-0.412455,4.451821e-05,0.001305
129,1,35.7000,14.0000,6.0000,0.287900,0.111300,-0.716200,0.007091,0.064500,-0.395200,0.287913,0.111270,-0.716155,0.007091,0.064503,-0.395209,4.480702e-05,0.001314
130,1,39.9000,14.0000,6.0000,0.301800,0.112800,-0.717700,0.007595,0.066800,-0.281300,0.301791,0.112836,-0.717660,0.007595,0.066800,-0.281322,4.024978e-05,0.001180
131,1,44.1000,14.0000,6.0000,0.312600,0.113300,-0.725900,0.007395,0.068080,-0.269700,0.312611,0.113260,-0.725863,0.007395,0.068076,-0.269722,4.028338e-05,0.001181
132,1,48.3000,14.0000,6.0000,0.320700,0.113700,-0.733600,0.007634,0.070280,-0.166500,0.320750,0.113695,-0.733639,0.007634,0.070285,-0.166485,4.955925e-05,0.001453
133,1,52.5000,14.0000,6.0000,0.326500,0.114100,-0.740300,0.007343,0.071080,-0.165600,0.326503,0.114087,-0.740333,0.007343,0.071081,-0.165607,3.279956e-05,0.000962
134,1,56.7000,14.0000,6.0000,0.330200,0.113400,-0.751000,0.007472,0.073400,-0.073090,0.330219,0.113446,-0.751021,0.007472,0.073403,-0.073094,4.636791e-05,0.001359
135,1,60.9000,14.0000,6.0000,0.332100,0.113800,-0.756100,0.006908,0.073980,-0.085930,0.332090,0.113759,-0.756140,0.006908,0.073975,-0.085932,4.131252e-05,0.001211
136,1,65.1000,14.0000,6.0000,0.332400,0.113100,-0.767300,0.006947,0.076040,-0.003264,0.332357,0.113057,-0.767306,0.006947,0.076038,-0.003264,4.319276e-05,0.001266
137,1,69.3000,14.0000,6.0000,0.331100,0.113400,-0.770100,0.006388,0.076540,-0.028700,0.331091,0.113378,-0.770140,0.006388,0.076539,-0.028701,4.037183e-05,0.001184
138,1,73.5000,14.0000,6.0000,0.328800,0.112700,-0.780500,0.006481,0.078330,0.046370,0.328781,0.112684,-0.780548,0.006481,0.078329,0.046367,4.845062e-05,0.001420
139,1,77.7000,14.0000,6.0000,0.325800,0.113000,-0.782100,0.005785,0.078690,0.009905,0.325796,0.113039,-0.782147,0.005785,0.078688,0.009905,4.744050e-05,0.001391
140,1,81.9000,14.0000,6.0000,0.322300,0.112100,-0.790500,0.005662,0.080140,0.079310,0.322317,0.112144,-0.790451,0.005662,0.080140,0.079310,4.869100e-05,0.001427
141,1,86.1000,14.0000,6.0000,0.318000,0.112500,-0.790600,0.004941,0.080520,0.034050,0.318044,0.112472,-0.790645,0.004941,0.080521,0.034045,4.476654e-05,0.001312
142,1,90.3000,14.0000,6.0000,0.313500,0.111700,-0.797500,0.004816,0.081600,0.099740,0.313466,0.111682,-0.797521,0.004816,0.081601,0.099742,3.423284e-05,0.001004
143,1,94.5000,14.0000,6.0000,0.308700,0.111800,-0.796900,0.004120,0.081780,0.048260,0.308651,0.111833,-0.796868,0.004120,0.081776,0.048265,4.894796e-05,0.001435
144,1,98.7000,14.0000,6.0000,0.303500,0.111000,-0.802200,0.004116,0.082380,0.112100,0.303522,0.110969,-0.802211,0.004116,0.082378,0.112072,3.140710e-05,0.000921
