element_id,layer,cx_in,cy_in,cz_in,po_sx,po_sy,po_sz,po_sxy,po_syz,po_szx,ae_sx,ae_sy,ae_sz,ae_sxy,ae_syz,ae_sxz,max_abs_diff_psi,rel_to_peak_pct
1925,3,-66.0000,90.0000,-7.7500,0.067170,0.102400,-0.000841,0.051450,-0.002719,0.009195,0.067169,0.102390,-0.000841,0.051448,-0.002719,0.009195,9.549503e-06,0.000280
1926,3,-54.0000,90.0000,-7.7500,0.070610,0.108400,-0.002892,0.056600,-0.004604,0.009590,0.070613,0.108448,-0.002892,0.056599,-0.004604,0.009590,4.761317e-05,0.001396
1927,3,-42.0000,90.0000,-7.7500,0.070830,0.114200,-0.005105,0.060440,-0.006498,0.002595,0.070829,0.114236,-0.005105,0.060441,-0.006498,0.002595,3.631119e-05,0.001065
1928,3,-30.0000,90.0000,-7.7500,0.048360,0.111800,-0.007340,0.062990,-0.008379,-0.015120,0.048362,0.111756,-0.007340,0.062993,-0.008379,-0.015123,4.448790e-05,0.001304
1929,3,-114.0000,102.0000,-7.7500,0.010230,0.070760,0.007816,0.010180,0.007257,0.021140,0.010225,0.070759,0.007816,0.010180,0.007257,0.021138,4.519474e-06,0.000132
1930,3,-102.0000,102.0000,-7.7500,0.053600,0.083330,-0.000999,0.026530,0.003660,0.026720,0.053598,0.083325,-0.001000,0.026533,0.003660,0.026722,4.785702e-06,0.000140
1931,3,-90.0000,102.0000,-7.7500,0.057150,0.082950,-0.007903,0.038710,0.001262,0.009829,0.057146,0.082947,-0.007903,0.038708,0.001262,0.009829,4.225106e-06,0.000124
1932,3,-78.0000,102.0000,-7.7500,0.060840,0.090010,-0.000580,0.048030,-0.000760,0.006760,0.060837,0.090014,-0.000580,0.048033,-0.000760,0.006760,4.364688e-06,0.000128
1933,3,-66.0000,102.0000,-7.7500,0.063680,0.095040,-0.000524,0.055260,-0.002713,0.007726,0.063680,0.095038,-0.000524,0.055262,-0.002713,0.007726,1.688654e-06,0.000050
1934,3,-54.0000,102.0000,-7.7500,0.066710,0.100400,-0.002323,0.060840,-0.004630,0.008074,0.066712,0.100380,-0.002323,0.060836,-0.004630,0.008074,2.028388e-05,0.000595
1935,3,-42.0000,102.0000,-7.7500,0.066620,0.105400,-0.004051,0.065090,-0.006160,0.001529,0.066617,0.105418,-0.004051,0.065094,-0.006160,0.001529,1.773016e-05,0.000520
1936,3,-30.0000,102.0000,-7.7500,0.043800,0.102900,-0.005673,0.068260,-0.006956,-0.015430,0.043796,0.102949,-0.005673,0.068260,-0.006956,-0.015435,4.928600e-05,0.001445
1937,3,-114.0000,114.0000,-7.7500,0.010100,0.060670,0.007623,0.010420,0.007900,0.019780,0.010100,0.060668,0.007623,0.010418,0.007900,0.019780,1.981904e-06,0.000058
1938,3,-102.0000,114.0000,-7.7500,0.050840,0.074280,-0.000861,0.027870,0.004121,0.024820,0.050844,0.074281,-0.000861,0.027872,0.004121,0.024819,4.065496e-06,0.000119
1939,3,-90.0000,114.0000,-7.7500,0.054100,0.075080,-0.007421,0.040540,0.001589,0.008557,0.054104,0.075083,-0.007421,0.040544,0.001589,0.008557,4.465969e-06,0.000131
1940,3,-78.0000,114.0000,-7.7500,0.057460,0.082010,-0.000439,0.050250,-0.000544,0.005400,0.057461,0.082009,-0.000439,0.050251,-0.000544,0.005400,1.169842e-06,0.000034
1941,3,-66.0000,114.0000,-7.7500,0.060020,0.086480,-0.000172,0.057890,-0.002571,0.006227,0.060019,0.086485,-0.000172,0.057892,-0.002571,0.006227,4.762368e-06,0.000140
1942,3,-54.0000,114.0000,-7.7500,0.062760,0.090910,-0.001557,0.063940,-0.004330,0.006856,0.062760,0.090914,-0.001557,0.063939,-0.004330,0.006856,3.965574e-06,0.000116
1943,3,-42.0000,114.0000,-7.7500,0.062980,0.095360,-0.002584,0.068980,-0.005084,0.001713,0.062984,0.095362,-0.002584,0.068983,-0.005084,0.001713,4.242200e-06,0.000124
1944,3,-30.0000,114.0000,-7.7500,0.042100,0.093780,-0.003510,0.074380,-0.003371,-0.012220,0.042101,0.093778,-0.003510,0.074381,-0.003371,-0.012219,2.345185e-06,0.000069
1945,3,-114.0000,54.0000,-15.2500,0.074740,0.144900,0.049290,0.005525,0.007061,0.064760,0.074737,0.144947,0.049287,0.005525,0.007061,0.064760,4.665237e-05,0.001368
1946,3,-102.0000,54.0000,-15.2500,0.035280,0.089530,-0.032310,0.015250,0.004275,0.024510,0.035285,0.089531,-0.032313,0.015248,0.004275,0.024509,4.976941e-06,0.000146
1947,3,-90.0000,54.0000,-15.2500,0.015770,0.088150,-0.010950,0.023430,0.002199,0.012950,0.015771,0.088149,-0.010953,0.023430,0.002199,0.012951,2.620115e-06,0.000077
1948,3,-78.0000,54.0000,-15.2500,-0.001408,0.086550,-0.002534,0.030450,0.000575,0.011150,-0.001408,0.086553,-0.002534,0.030449,0.000575,0.011153,3.451826e-06,0.000101
1949,3,-66.0000,54.0000,-15.2500,-0.015610,0.087190,0.000004,0.036540,-0.000955,0.014240,-0.015606,0.087185,0.000004,0.036540,-0.000955,0.014236,4.555824e-06,0.000134
1950,3,-54.0000,54.0000,-15.2500,-0.027630,0.088110,-0.006057,0.041820,-0.002480,0.016680,-0.027625,0.088107,-0.006057,0.041821,-0.002480,0.016680,4.856824e-06,0.000142
1951,3,-42.0000,54.0000,-15.2500,-0.036120,0.090040,-0.019070,0.046360,-0.003787,0.007934,-0.036120,0.090041,-0.019074,0.046358,-0.003787,0.007934,3.514894e-06,0.000103
1952,3,-30.0000,54.0000,-15.2500,-0.051000,0.087400,-0.041890,0.050260,-0.004112,-0.034390,-0.051000,0.087401,-0.041894,0.050265,-0.004112,-0.034390,4.711630e-06,0.000138
1953,3,-114.0000,66.0000,-15.2500,0.072560,0.136800,0.047310,0.006642,0.008459,0.062670,0.072558,0.136753,0.047313,0.006642,0.008459,0.062667,4.664079e-05,0.001367
1954,3,-102.0000,66.0000,-15.2500,0.034530,0.084200,-0.031520,0.018370,0.005115,0.023440,0.034526,0.084197,-0.031516,0.018373,0.005115,0.023438,4.036636e-06,0.000118
1955,3,-90.0000,66.0000,-15.2500,0.015620,0.083580,-0.010840,0.028180,0.002598,0.012090,0.015619,0.083582,-0.010837,0.028181,0.002598,0.012089,3.273966e-06,0.000096
1956,3,-78.0000,66.0000,-15.2500,-0.001027,0.082610,-0.002667,0.036620,0.000580,0.010220,-0.001027,0.082606,-0.002667,0.036620,0.000581,0.010220,3.643634e-06,0.000107
1957,3,-66.0000,66.0000,-15.2500,-0.014790,0.083670,-0.000190,0.043980,-0.001370,0.013080,-0.014793,0.083673,-0.000190,0.043976,-0.001370,0.013077,3.501577e-06,0.000103
1958,3,-54.0000,66.0000,-15.2500,-0.026500,0.084970,-0.006049,0.050380,-0.003392,0.015320,-0.026502,0.084972,-0.006049,0.050382,-0.003392,0.015319,2.454252e-06,0.000072
1959,3,-42.0000,66.0000,-15.2500,-0.034910,0.087200,-0.018730,0.055850,-0.005338,0.006756,-0.034914,0.087197,-0.018728,0.055853,-0.005338,0.006756,3.794126e-06,0.000111
1960,3,-30.0000,66.0000,-15.2500,-0.049370,0.084970,-0.040970,0.060400,-0.006547,-0.034000,-0.049368,0.084967,-0.040973,0.060404,-0.006547,-0.034003,3.658803e-06,0.000107
1961,3,-114.0000,78.0000,-15.2500,0.070220,0.127100,0.045050,0.007716,0.009745,0.060240,0.070222,0.127093,0.045052,0.007716,0.009745,0.060237,6.998201e-06,0.000205
1962,3,-102.0000,78.0000,-15.2500,0.033710,0.077850,-0.030630,0.021230,0.005915,0.022140,0.033705,0.077847,-0.030630,0.021235,0.005915,0.022138,4.799511e-06,0.000141
1963,3,-90.0000,78.0000,-15.2500,0.015520,0.078130,-0.010750,0.032550,0.002991,0.010990,0.015520,0.078131,-0.010745,0.032549,0.002991,0.010990,4.854253e-06,0.000142
1964,3,-78.0000,78.0000,-15.2500,-0.000443,0.077820,-0.002848,0.042330,0.000589,0.009006,-0.000443,0.077820,-0.002848,0.042334,0.000590,0.009006,4.207598e-06,0.000123
1965,3,-66.0000,78.0000,-15.2500,-0.013690,0.079310,-0.000430,0.050950,-0.001769,0.011570,-0.013685,0.079310,-0.000430,0.050949,-0.001769,0.011573,4.774726e-06,0.000140
1966,3,-54.0000,78.0000,-15.2500,-0.025060,0.080970,-0.006043,0.058530,-0.004252,0.013520,-0.025056,0.080974,-0.006043,0.058533,-0.004252,0.013520,4.038697e-06,0.000118
1967,3,-42.0000,78.0000,-15.2500,-0.033490,0.083570,-0.018280,0.065030,-0.006827,0.004960,-0.033487,0.083565,-0.018283,0.065033,-0.006827,0.004960,4.922429e-06,0.000144
1968,3,-30.0000,78.0000,-15.2500,-0.047920,0.081980,-0.039760,0.070180,-0.009201,-0.034750,-0.047919,0.081977,-0.039760,0.070184,-0.009201,-0.034750,4.080217e-06,0.000120
1969,3,-114.0000,90.0000,-15.2500,0.067810,0.116300,0.042630,0.008662,0.010980,0.057500,0.067810,0.116309,0.042631,0.008662,0.010981,0.057504,8.692748e-06,0.000255
1970,3,-102.0000,90.0000,-15.2500,0.033010,0.070820,-0.029550,0.023740,0.006738,0.020620,0.033011,0.070816,-0.029547,0.023740,0.006738,0.020620,3.842888e-06,0.000113
1971,3,-90.0000,90.0000,-15.2500,0.015760,0.072070,-0.010500,0.036370,0.003464,0.009656,0.015759,0.072072,-0.010505,0.036370,0.003464,0.009656,4.708709e-06,0.000138
1972,3,-78.0000,90.0000,-15.2500,0.000625,0.072380,-0.002896,0.047410,0.000724,0.007516,0.000625,0.072384,-0.002896,0.047414,0.000724,0.007516,4.382941e-06,0.000128
1973,3,-66.0000,90.0000,-15.2500,-0.011930,0.074220,-0.000475,0.057280,-0.001978,0.009756,-0.011926,0.074218,-0.000475,0.057276,-0.001978,0.009756,4.219571e-06,0.000124
1974,3,-54.0000,90.0000,-15.2500,-0.022820,0.076170,-0.005689,0.066150,-0.004764,0.011420,-0.022821,0.076168,-0.005689,0.066149,-0.004764,0.011421,2.350245e-06,0.000069
1975,3,-42.0000,90.0000,-15.2500,-0.031250,0.079180,-0.017160,0.073930,-0.007576,0.002865,-0.031249,0.079182,-0.017163,0.073929,-0.007576,0.002865,3.419335e-06,0.000100
1976,3,-30.0000,90.0000,-15.2500,-0.046300,0.078570,-0.037490,0.080010,-0.010540,-0.036460,-0.046297,0.078570,-0.037488,0.080012,-0.010539,-0.036464,4.412686e-06,0.000129
1977,3,-114.0000,102.0000,-15.2500,0.064970,0.104300,0.039770,0.009403,0.012140,0.054590,0.064971,0.104289,0.039775,0.009403,0.012141,0.054593,1.091567e-05,0.000320
1978,3,-102.0000,102.0000,-15.2500,0.032530,0.063050,-0.028400,0.025650,0.007556,0.018930,0.032526,0.063047,-0.028401,0.025654,0.007556,0.018930,3.775344e-06,0.000111
1979,3,-90.0000,102.0000,-15.2500,0.016210,0.065140,-0.010350,0.039460,0.004017,0.008125,0.016213,0.065137,-0.010346,0.039464,0.004017,0.008125,3.827199e-06,0.000112
1980,3,-78.0000,102.0000,-15.2500,0.002122,0.066030,-0.002979,0.051590,0.001015,0.005792,0.002122,0.066032,-0.002979,0.051592,0.001015,0.005792,2.082706e-06,0.000061
1981,3,-66.0000,102.0000,-15.2500,-0.009461,0.068000,-0.000450,0.062640,-0.001932,0.007714,-0.009461,0.068000,-0.000450,0.062642,-0.001932,0.007714,2.074639e-06,0.000061
1982,3,-54.0000,102.0000,-15.2500,-0.019570,0.069940,-0.005026,0.072940,-0.004795,0.009297,-0.019567,0.069945,-0.005026,0.072936,-0.004795,0.009297,4.858452e-06,0.000142
1983,3,-42.0000,102.0000,-15.2500,-0.027680,0.073200,-0.015180,0.082440,-0.007122,0.001323,-0.027675,0.073196,-0.015183,0.082438,-0.007122,0.001323,4.780888e-06,0.000140
1984,3,-30.0000,102.0000,-15.2500,-0.043770,0.073660,-0.033840,0.090490,-0.008465,-0.037120,-0.043771,0.073659,-0.033842,0.090491,-0.008465,-0.037123,3.071566e-06,0.000090
1985,3,-114.0000,114.0000,-15.2500,0.064080,0.092570,0.038390,0.009522,0.013240,0.051800,0.064079,0.092572,0.038392,0.009522,0.013244,0.051801,4.265611e-06,0.000125
1986,3,-102.0000,114.0000,-15.2500,0.032700,0.055010,-0.026660,0.027080,0.008385,0.017220,0.032696,0.055010,-0.026655,0.027077,0.008385,0.017223,4.610697e-06,0.000135
1987,3,-90.0000,114.0000,-15.2500,0.017470,0.058300,-0.009522,0.041630,0.004664,0.006505,0.017469,0.058297,-0.009522,0.041626,0.004664,0.006505,3.568013e-06,0.000105
1988,3,-78.0000,114.0000,-15.2500,0.004683,0.059560,-0.002369,0.054500,0.001476,0.003971,0.004683,0.059556,-0.002369,0.054505,0.001476,0.003971,4.507132e-06,0.000132
1989,3,-66.0000,114.0000,-15.2500,-0.005477,0.061310,0.000454,0.066560,-0.001649,0.005692,-0.005477,0.061311,0.000454,0.066561,-0.001649,0.005692,9.624751e-07,0.000028
1990,3,-54.0000,114.0000,-15.2500,-0.014170,0.062730,-0.003005,0.078270,-0.004484,0.007594,-0.014171,0.062730,-0.003005,0.078274,-0.004484,0.007594,3.534865e-06,0.000104
1991,3,-42.0000,114.0000,-15.2500,-0.021040,0.065550,-0.010980,0.089900,-0.005814,0.001414,-0.021041,0.065547,-0.010977,0.089899,-0.005814,0.001414,2.670050e-06,0.000078
1992,3,-30.0000,114.0000,-15.2500,-0.036210,0.066650,-0.026200,0.101600,-0.002639,-0.032600,-0.036209,0.066650,-0.026204,0.101646,-0.002639,-0.032602,4.621816e-05,0.001355
1993,4,-114.0000,54.0000,-36.5000,0.017170,0.025480,-0.007835,0.001191,0.006952,0.003010,0.017167,0.025479,-0.007835,0.001191,0.006952,0.003010,3.401740e-06,0.000100
1994,4,-102.0000,54.0000,-36.5000,0.003609,0.017990,-0.009089,0.003379,0.005932,-0.005606,0.003609,0.017988,-0.009089,0.003379,0.005932,-0.005606,1.843595e-06,0.000054
1995,4,-90.0000,54.0000,-36.5000,-0.008137,0.011760,-0.011780,0.005309,0.005396,-0.012130,-0.008137,0.011759,-0.011785,0.005309,0.005396,-0.012126,4.753976e-06,0.000139
1996,4,-78.0000,54.0000,-36.5000,-0.018960,0.006160,-0.016200,0.007036,0.005279,-0.019580,-0.018963,0.006160,-0.016198,0.007036,0.005279,-0.019582,3.329426e-06,0.000098
1997,4,-66.0000,54.0000,-36.5000,-0.029580,0.000411,-0.023240,0.008597,0.005576,-0.028540,-0.029579,0.000410,-0.023245,0.008597,0.005576,-0.028541,4.744621e-06,0.000139
1998,4,-54.0000,54.0000,-36.5000,-0.040010,-0.005914,-0.033700,0.010000,0.006308,-0.039840,-0.040006,-0.005914,-0.033696,0.010005,0.006308,-0.039841,4.715574e-06,0.000138
1999,4,-42.0000,54.0000,-36.5000,-0.049420,-0.012850,-0.048200,0.011240,0.007530,-0.054580,-0.049422,-0.012848,-0.048199,0.011243,0.007530,-0.054584,4.273583e-06,0.000125
2000,4,-30.0000,54.0000,-36.5000,-0.055010,-0.019330,-0.066610,0.012260,0.009351,-0.073880,-0.055011,-0.019328,-0.066606,0.012257,0.009351,-0.073884,4.019767e-06,0.000118
2001,4,-114.0000,66.0000,-36.5000,0.016550,0.023660,-0.007989,0.001441,0.008275,0.002916,0.016553,0.023660,-0.007989,0.001441,0.008275,0.002916,3.020581e-06,0.000089
2002,4,-102.0000,66.0000,-36.5000,0.003490,0.016710,-0.009069,0.004088,0.007086,-0.005381,0.003490,0.016706,-0.009069,0.004088,0.007086,-0.005381,3.863554e-06,0.000113
2003,4,-90.0000,66.0000,-36.5000,-0.007791,0.010950,-0.011530,0.006414,0.006483,-0.011650,-0.007791,0.010951,-0.011534,0.006414,0.006483,-0.011655,4.541264e-06,0.000133
2004,4,-78.0000,66.0000,-36.5000,-0.018170,0.005785,-0.015660,0.008500,0.006389,-0.018830,-0.018168,0.005785,-0.015657,0.008500,0.006389,-0.018835,4.590890e-06,0.000135
2005,4,-66.0000,66.0000,-36.5000,-0.028340,0.000467,-0.022320,0.010400,0.006801,-0.027480,-0.028337,0.000467,-0.022321,0.010395,0.006801,-0.027476,4.892264e-06,0.000143
2006,4,-54.0000,66.0000,-36.5000,-0.038330,-0.005396,-0.032270,0.012110,0.007740,-0.038400,-0.038330,-0.005396,-0.032273,0.012113,0.007740,-0.038397,3.499841e-06,0.000103
2007,4,-42.0000,66.0000,-36.5000,-0.047360,-0.011820,-0.046140,0.013620,0.009250,-0.052670,-0.047361,-0.011824,-0.046144,0.013619,0.009250,-0.052671,4.034965e-06,0.000118
2008,4,-30.0000,66.0000,-36.5000,-0.052730,-0.017810,-0.063810,0.014820,0.011410,-0.071370,-0.052726,-0.017805,-0.063810,0.014824,0.011406,-0.071365,4.653631e-06,0.000136
2009,4,-114.0000,78.0000,-36.5000,0.015890,0.021500,-0.008176,0.001685,0.009462,0.002813,0.015890,0.021499,-0.008176,0.001685,0.009462,0.002813,5.340384e-07,0.000016
2010,4,-102.0000,78.0000,-36.5000,0.003390,0.015190,-0.009044,0.004748,0.008140,-0.005101,0.003390,0.015190,-0.009044,0.004748,0.008140,-0.005101,4.553614e-07,0.000013
2011,4,-90.0000,78.0000,-36.5000,-0.007332,0.009996,-0.011220,0.007444,0.007499,-0.011080,-0.007332,0.009996,-0.011221,0.007444,0.007499,-0.011076,4.038594e-06,0.000118
2012,4,-78.0000,78.0000,-36.5000,-0.017150,0.005334,-0.014980,0.009880,0.007461,-0.017920,-0.017154,0.005334,-0.014978,0.009880,0.007461,-0.017916,4.099656e-06,0.000120
2013,4,-66.0000,78.0000,-36.5000,-0.026770,0.000517,-0.021160,0.012120,0.008034,-0.026160,-0.026772,0.000517,-0.021165,0.012120,0.008034,-0.026159,4.667039e-06,0.000137
2014,4,-54.0000,78.0000,-36.5000,-0.036240,-0.004795,-0.030490,0.014170,0.009252,-0.036610,-0.036236,-0.004795,-0.030493,0.014174,0.009252,-0.036614,4.235646e-06,0.000124
2015,4,-42.0000,78.0000,-36.5000,-0.044810,-0.010580,-0.043570,0.015990,0.011150,-0.050350,-0.044807,-0.010581,-0.043571,0.015989,0.011149,-0.050353,3.347699e-06,0.000098
2016,4,-30.0000,78.0000,-36.5000,-0.049890,-0.015830,-0.060300,0.017430,0.013730,-0.068450,-0.049889,-0.015833,-0.060297,0.017427,0.013734,-0.068451,4.049720e-06,0.000119
2017,4,-114.0000,90.0000,-36.5000,0.015170,0.019020,-0.008418,0.001905,0.010480,0.002706,0.015166,0.019020,-0.008418,0.001905,0.010476,0.002706,3.882898e-06,0.000114
2018,4,-102.0000,90.0000,-36.5000,0.003321,0.013460,-0.009021,0.005333,0.009061,-0.004768,0.003321,0.013461,-0.009021,0.005333,0.009061,-0.004768,7.067729e-07,0.000021
2019,4,-90.0000,90.0000,-36.5000,-0.006731,0.008894,-0.010850,0.008362,0.008415,-0.010390,-0.006731,0.008894,-0.010845,0.008362,0.008415,-0.010387,4.672794e-06,0.000137
2020,4,-78.0000,90.0000,-36.5000,-0.015890,0.004778,-0.014160,0.011130,0.008466,-0.016810,-0.015889,0.004778,-0.014163,0.011134,0.008466,-0.016810,4.022133e-06,0.000118
2021,4,-66.0000,90.0000,-36.5000,-0.024830,0.000504,-0.019760,0.013730,0.009251,-0.024550,-0.024834,0.000504,-0.019764,0.013727,0.009251,-0.024550,3.953205e-06,0.000116
2022,4,-54.0000,90.0000,-36.5000,-0.033660,-0.004214,-0.028320,0.016160,0.010840,-0.034400,-0.033659,-0.004214,-0.028325,0.016163,0.010844,-0.034400,4.736710e-06,0.000139
2023,4,-42.0000,90.0000,-36.5000,-0.041690,-0.009282,-0.040430,0.018370,0.013320,-0.047460,-0.041694,-0.009282,-0.040426,0.018374,0.013321,-0.047462,4.336782e-06,0.000127
2024,4,-30.0000,90.0000,-36.5000,-0.046440,-0.013610,-0.055960,0.020170,0.016650,-0.064930,-0.046442,-0.013609,-0.055961,0.020169,0.016650,-0.064929,2.146400e-06,0.000063
2025,4,-114.0000,102.0000,-36.5000,0.014390,0.016280,-0.008723,0.002075,0.011280,0.002598,0.014389,0.016278,-0.008723,0.002075,0.011281,0.002598,2.132980e-06,0.000063
2026,4,-102.0000,102.0000,-36.5000,0.003348,0.011580,-0.008974,0.005788,0.009813,-0.004385,0.003348,0.011577,-0.008974,0.005788,0.009813,-0.004385,3.032337e-06,0.000089
2027,4,-90.0000,102.0000,-36.5000,-0.005969,0.007651,-0.010410,0.009115,0.009189,-0.009592,-0.005969,0.007651,-0.010414,0.009115,0.009189,-0.009592,4.325555e-06,0.000127
2028,4,-78.0000,102.0000,-36.5000,-0.014340,0.004108,-0.013210,0.012190,0.009353,-0.015510,-0.014343,0.004108,-0.013212,0.012186,0.009353,-0.015514,4.024640e-06,0.000118
2029,4,-66.0000,102.0000,-36.5000,-0.022470,0.000367,-0.018120,0.015130,0.010380,-0.022620,-0.022469,0.000367,-0.018117,0.015126,0.010381,-0.022616,4.041959e-06,0.000118
2030,4,-54.0000,102.0000,-36.5000,-0.030500,-0.003789,-0.025750,0.017990,0.012430,-0.031650,-0.030503,-0.003789,-0.025752,0.017991,0.012427,-0.031646,3.766299e-06,0.000110
2031,4,-42.0000,102.0000,-36.5000,-0.037900,-0.008202,-0.036660,0.020720,0.015700,-0.043720,-0.037903,-0.008202,-0.036664,0.020718,0.015705,-0.043719,4.875948e-06,0.000143
2032,4,-30.0000,102.0000,-36.5000,-0.042320,-0.011660,-0.050730,0.023090,0.020350,-0.060220,-0.042325,-0.011656,-0.050729,0.023089,0.020350,-0.060218,4.810319e-06,0.000141
2033,4,-114.0000,114.0000,-36.5000,0.013930,0.013420,-0.008934,0.002089,0.011800,0.002483,0.013932,0.013416,-0.008934,0.002089,0.011804,0.002483,3.993492e-06,0.000117
2034,4,-102.0000,114.0000,-36.5000,0.003446,0.009481,-0.008977,0.006118,0.010330,-0.003960,0.003446,0.009481,-0.008977,0.006118,0.010334,-0.003960,3.755089e-06,0.000110
2035,4,-90.0000,114.0000,-36.5000,-0.005077,0.006301,-0.009961,0.009646,0.009760,-0.008707,-0.005077,0.006301,-0.009961,0.009646,0.009760,-0.008707,3.029448e-07,0.000009
2036,4,-78.0000,114.0000,-36.5000,-0.012550,0.003319,-0.012170,0.012930,0.010040,-0.014050,-0.012546,0.003319,-0.012169,0.012926,0.010037,-0.014051,3.862550e-06,0.000113
2037,4,-66.0000,114.0000,-36.5000,-0.019680,0.000049,-0.016280,0.016160,0.011290,-0.020380,-0.019681,0.000049,-0.016275,0.016157,0.011287,-0.020375,4.741428e-06,0.000139
2038,4,-54.0000,114.0000,-36.5000,-0.026710,-0.003676,-0.022830,0.019450,0.013760,-0.028320,-0.026713,-0.003676,-0.022830,0.019446,0.013763,-0.028325,4.707090e-06,0.000138
2039,4,-42.0000,114.0000,-36.5000,-0.033270,-0.007675,-0.032320,0.022780,0.017900,-0.038910,-0.033267,-0.007675,-0.032318,0.022783,0.017899,-0.038905,4.796868e-06,0.000141
2040,4,-30.0000,114.0000,-36.5000,-0.037370,-0.010810,-0.044650,0.025990,0.024330,-0.053510,-0.037370,-0.010806,-0.044650,0.025990,0.024329,-0.053513,3.921454e-06,0.000115
2041,2,-114.0000,132.0000,-2.0000,0.014090,0.049520,-0.000781,0.012370,0.001994,0.004047,0.014092,0.049516,-0.000781,0.012375,0.001994,0.004047,4.823843e-06,0.000141
2042,2,-102.0000,132.0000,-2.0000,0.044980,0.066000,-0.000403,0.029530,0.000678,0.007305,0.044978,0.065996,-0.000403,0.029530,0.000678,0.007305,4.097358e-06,0.000120
2043,2,-90.0000,132.0000,-2.0000,0.078270,0.083050,0.001050,0.040440,-0.000072,0.003630,0.078274,0.083048,0.001050,0.040440,-0.000072,0.003630,3.647897e-06,0.000107
2044,2,-78.0000,132.0000,-2.0000,0.089450,0.089400,-0.000258,0.047650,-0.000740,0.000485,0.089445,0.089398,-0.000258,0.047651,-0.000740,0.000485,4.500685e-06,0.000132
2045,2,-66.0000,132.0000,-2.0000,0.097000,0.094660,0.000116,0.051990,-0.001403,0.001629,0.097002,0.094665,0.000116,0.051985,-0.001403,0.001629,4.786373e-06,0.000140
2046,2,-54.0000,132.0000,-2.0000,0.106700,0.100700,0.000051,0.053660,-0.001971,0.001689,0.106727,0.100734,0.000051,0.053663,-0.001971,0.001689,3.390943e-05,0.000994
2047,2,-42.0000,132.0000,-2.0000,0.114600,0.106700,0.000638,0.053150,-0.002232,0.001076,0.114558,0.106682,0.000638,0.053146,-0.002232,0.001076,4.229740e-05,0.001240
2048,2,-30.0000,132.0000,-2.0000,0.115200,0.109500,-0.001134,0.051670,-0.001505,-0.000175,0.115199,0.109503,-0.001134,0.051671,-0.001505,-0.000175,2.998965e-06,0.000088
2049,2,-114.0000,156.0000,-2.0000,0.010880,0.038600,-0.002622,0.010710,0.003477,0.003398,0.010877,0.038601,-0.002622,0.010715,0.003477,0.003398,4.889712e-06,0.000143
2050,2,-102.0000,156.0000,-2.0000,0.038940,0.058130,-0.002016,0.025500,0.002210,0.006154,0.038943,0.058126,-0.002016,0.025496,0.002210,0.006154,4.307387e-06,0.000126
2051,2,-90.0000,156.0000,-2.0000,0.069510,0.074880,-0.000499,0.035040,0.001611,0.002741,0.069508,0.074877,-0.000499,0.035038,0.001611,0.002741,3.181909e-06,0.000093
2052,2,-78.0000,156.0000,-2.0000,0.078730,0.079930,-0.001711,0.042010,0.001081,-0.000457,0.078731,0.079933,-0.001711,0.042008,0.001081,-0.000457,2.796287e-06,0.000082
2053,2,-66.0000,156.0000,-2.0000,0.083030,0.083200,-0.001452,0.046920,0.000558,0.000375,0.083027,0.083197,-0.001452,0.046923,0.000558,0.000375,3.439616e-06,0.000101
2054,2,-54.0000,156.0000,-2.0000,0.088770,0.087730,-0.001521,0.049770,0.000068,0.000616,0.088768,0.087733,-0.001521,0.049772,0.000068,0.000616,3.217205e-06,0.000094
2055,2,-42.0000,156.0000,-2.0000,0.095200,0.094560,-0.001212,0.050660,-0.000173,0.000816,0.095199,0.094558,-0.001212,0.050661,-0.000173,0.000816,2.358806e-06,0.000069
2056,2,-30.0000,156.0000,-2.0000,0.101300,0.104000,-0.000562,0.050490,0.000131,0.000664,0.101270,0.103958,-0.000562,0.050492,0.000131,0.000664,4.241682e-05,0.001244
2057,2,-114.0000,180.0000,-2.0000,0.013080,0.042060,-0.000657,0.006871,0.002406,0.003040,0.013082,0.042059,-0.000657,0.006871,0.002406,0.003040,1.886708e-06,0.000055
2058,2,-102.0000,180.0000,-2.0000,0.040320,0.063220,0.000173,0.016420,0.001708,0.005562,0.040320,0.063217,0.000173,0.016424,0.001708,0.005562,4.215742e-06,0.000124
2059,2,-90.0000,180.0000,-2.0000,0.069690,0.078740,0.001455,0.024090,0.001446,0.002256,0.069693,0.078738,0.001455,0.024085,0.001446,0.002256,4.629627e-06,0.000136
2060,2,-78.0000,180.0000,-2.0000,0.077950,0.082280,0.000327,0.031010,0.001197,-0.001080,0.077953,0.082282,0.000327,0.031007,0.001197,-0.001080,3.258375e-06,0.000096
2061,2,-66.0000,180.0000,-2.0000,0.079960,0.083460,0.000544,0.037240,0.000888,-0.000508,0.079964,0.083459,0.000544,0.037242,0.000888,-0.000508,4.112426e-06,0.000121
2062,2,-54.0000,180.0000,-2.0000,0.082400,0.085840,0.000451,0.042520,0.000462,-0.000303,0.082396,0.085843,0.000451,0.042524,0.000462,-0.000303,4.411347e-06,0.000129
2063,2,-42.0000,180.0000,-2.0000,0.086020,0.090740,0.000359,0.046660,-0.000056,0.000275,0.086016,0.090738,0.000359,0.046665,-0.000056,0.000275,4.703466e-06,0.000138
