element_id,layer,cx_in,cy_in,cz_in,po_sx,po_sy,po_sz,po_sxy,po_syz,po_szx,ae_sx,ae_sy,ae_sz,ae_sxy,ae_syz,ae_sxz,max_abs_diff_psi,rel_to_peak_pct
1,1,2.1000,2.0000,6.0000,0.029230,-0.122600,-2.158000,0.025880,-0.209500,-0.650800,0.029225,-0.122606,-2.157828,0.025875,-0.209508,-0.650834,1.722183e-04,0.005046
2,1,6.3000,2.0000,6.0000,0.076010,0.103400,-0.644100,-0.012060,-0.055660,-0.686500,0.076007,0.103438,-0.644091,-0.012063,-0.055658,-0.686538,3.824608e-05,0.001121
3,1,10.5000,2.0000,6.0000,0.126300,0.076780,-0.838300,-0.002366,-0.061300,-0.751200,0.126343,0.076775,-0.838258,-0.002366,-0.061303,-0.751207,4.328362e-05,0.001268
4,1,14.7000,2.0000,6.0000,0.163400,0.093280,-0.736600,-0.000608,-0.053450,-0.640600,0.163395,0.093285,-0.736613,-0.000608,-0.053454,-0.640594,1.331384e-05,0.000390
5,1,18.9000,2.0000,6.0000,0.194000,0.091730,-0.759000,0.000504,-0.054630,-0.645500,0.194006,0.091732,-0.758965,0.000504,-0.054626,-0.645501,3.513282e-05,0.001029
6,1,23.1000,2.0000,6.0000,0.221000,0.097770,-0.728700,0.000208,-0.050810,-0.524600,0.220956,0.097770,-0.728703,0.000208,-0.050813,-0.524605,4.434795e-05,0.001299
7,1,27.3000,2.0000,6.0000,0.244200,0.097230,-0.742100,0.001045,-0.051290,-0.507300,0.244174,0.097228,-0.742051,0.001045,-0.051293,-0.507340,4.871045e-05,0.001427
8,1,31.5000,2.0000,6.0000,0.263800,0.101200,-0.726000,0.000605,-0.049240,-0.390900,0.263801,0.101155,-0.725979,0.000605,-0.049238,-0.390938,4.542642e-05,0.001331
9,1,35.7000,2.0000,6.0000,0.279900,0.101100,-0.737800,0.001392,-0.049730,-0.363800,0.279939,0.101143,-0.737755,0.001392,-0.049725,-0.363779,4.518108e-05,0.001324
10,1,39.9000,2.0000,6.0000,0.293000,0.102400,-0.740100,0.000682,-0.050230,-0.256700,0.293026,0.102393,-0.740064,0.000682,-0.050226,-0.256741,4.052240e-05,0.001187
11,1,44.1000,2.0000,6.0000,0.302600,0.102500,-0.750300,0.001542,-0.050490,-0.236300,0.302591,0.102456,-0.750292,0.001542,-0.050488,-0.236302,4.390817e-05,0.001286
12,1,48.3000,2.0000,6.0000,0.309400,0.102200,-0.759700,0.000730,-0.051780,-0.141700,0.309370,0.102235,-0.759695,0.000730,-0.051777,-0.141712,3.549795e-05,0.001040
13,1,52.5000,2.0000,6.0000,0.313700,0.102200,-0.767000,0.001721,-0.052000,-0.133500,0.313693,0.102234,-0.767036,0.001721,-0.051996,-0.133488,3.560645e-05,0.001043
14,1,56.7000,2.0000,6.0000,0.316200,0.101300,-0.779500,0.000767,-0.053650,-0.051060,0.316204,0.101309,-0.779509,0.000767,-0.053647,-0.051063,9.131831e-06,0.000268
15,1,60.9000,2.0000,6.0000,0.317200,0.101300,-0.784200,0.001587,-0.053560,-0.057210,0.317183,0.101328,-0.784191,0.001587,-0.053555,-0.057211,2.808997e-05,0.000823
16,1,65.1000,2.0000,6.0000,0.316200,0.100100,-0.796800,0.000621,-0.055180,0.015240,0.316151,0.100142,-0.796798,0.000621,-0.055183,0.015235,4.909680e-05,0.001439
17,1,69.3000,2.0000,6.0000,0.313700,0.100400,-0.799200,0.001373,-0.054980,-0.004311,0.313710,0.100361,-0.799232,0.001373,-0.054983,-0.004311,3.931014e-05,0.001152
18,1,73.5000,2.0000,6.0000,0.310900,0.099050,-0.810700,0.000513,-0.056340,0.061150,0.310866,0.099046,-0.810667,0.000512,-0.056339,0.061153,3.414621e-05,0.001000
19,1,77.7000,2.0000,6.0000,0.307300,0.099390,-0.811300,0.001314,-0.056010,0.029760,0.307255,0.099386,-0.811256,0.001314,-0.056012,0.029759,4.476193e-05,0.001312
20,1,81.9000,2.0000,6.0000,0.302600,0.098470,-0.821100,0.000344,-0.057310,0.089980,0.302635,0.098471,-0.821077,0.000344,-0.057311,0.089977,3.537333e-05,0.001036
21,1,86.1000,2.0000,6.0000,0.297700,0.098730,-0.820600,0.001127,-0.057050,0.049440,0.297699,0.098727,-0.820600,0.001127,-0.057052,0.049445,4.720803e-06,0.000138
22,1,90.3000,2.0000,6.0000,0.292800,0.097510,-0.828300,0.000351,-0.057860,0.107200,0.292805,0.097514,-0.828264,0.000351,-0.057861,0.107212,3.614884e-05,0.001059
23,1,94.5000,2.0000,6.0000,0.287500,0.097780,-0.826800,0.001071,-0.057800,0.059440,0.287454,0.097779,-0.826793,0.001071,-0.057803,0.059438,4.637723e-05,0.001359
24,1,98.7000,2.0000,6.0000,0.282300,0.097140,-0.832400,0.000170,-0.058540,0.115500,0.282277,0.097135,-0.832417,0.000170,-0.058537,0.115493,2.336543e-05,0.000685
25,1,102.9000,2.0000,6.0000,0.276900,0.097460,-0.830000,0.000903,-0.058230,0.062840,0.276932,0.097459,-0.830047,0.000903,-0.058227,0.062842,4.709188e-05,0.001380
26,1,107.1000,2.0000,6.0000,0.271500,0.096630,-0.834200,0.000179,-0.058510,0.119500,0.271450,0.096631,-0.834225,0.000179,-0.058506,0.119469,4.998567e-05,0.001465
27,1,111.3000,2.0000,6.0000,0.266400,0.096690,-0.831400,0.000794,-0.058400,0.063830,0.266429,0.096688,-0.831439,0.000794,-0.058397,0.063833,3.926687e-05,0.001151
28,1,115.5000,2.0000,6.0000,0.261200,0.095880,-0.834100,-0.000099,-0.058660,0.122000,0.261193,0.095875,-0.834123,-0.000099,-0.058659,0.122037,3.740836e-05,0.001096
29,1,119.7000,2.0000,6.0000,0.256100,0.096000,-0.830900,0.000621,-0.058250,0.065710,0.256089,0.096005,-0.830925,0.000621,-0.058251,0.065714,2.455426e-05,0.000719
30,1,123.9000,2.0000,6.0000,0.251100,0.095680,-0.831100,-0.000061,-0.058250,0.127000,0.251110,0.095685,-0.831053,-0.000061,-0.058250,0.127011,4.661627e-05,0.001366
31,1,128.1000,2.0000,6.0000,0.245800,0.095700,-0.827000,0.000454,-0.058180,0.071200,0.245755,0.095700,-0.826998,0.000454,-0.058182,0.071198,4.487864e-05,0.001315
32,1,132.3000,2.0000,6.0000,0.240400,0.095110,-0.825900,-0.000283,-0.057740,0.135600,0.240444,0.095107,-0.825901,-0.000283,-0.057739,0.135588,4.356271e-05,0.001276
33,1,136.5000,2.0000,6.0000,0.235000,0.094920,-0.821500,0.000309,-0.057500,0.082590,0.235049,0.094921,-0.821547,0.000309,-0.057499,0.082591,4.926706e-05,0.001444
34,1,140.7000,2.0000,6.0000,0.229000,0.094490,-0.819300,-0.000279,-0.057240,0.152200,0.229034,0.094491,-0.819313,-0.000279,-0.057243,0.152216,3.367772e-05,0.000987
35,1,144.9000,2.0000,6.0000,0.223000,0.094510,-0.813700,0.000278,-0.057050,0.102700,0.222956,0.094505,-0.813663,0.000278,-0.057047,0.102730,4.373235e-05,0.001281
36,1,149.1000,2.0000,6.0000,0.216000,0.094550,-0.806300,-0.000339,-0.055890,0.179300,0.216019,0.094553,-0.806276,-0.000339,-0.055888,0.179339,3.908926e-05,0.001145
37,1,153.3000,2.0000,6.0000,0.208300,0.094050,-0.800700,0.000437,-0.055700,0.138800,0.208316,0.094051,-0.800696,0.000437,-0.055702,0.138842,4.232929e-05,0.001240
38,1,157.5000,2.0000,6.0000,0.200300,0.089090,-0.824000,0.000117,-0.058540,0.218900,0.200334,0.089092,-0.824001,0.000117,-0.058542,0.218859,4.050300e-05,0.001187
39,1,161.7000,2.0000,6.0000,0.190600,0.093820,-0.780300,0.003589,-0.050720,0.164400,0.190633,0.093818,-0.780296,0.003589,-0.050718,0.164409,3.312992e-05,0.000971
40,1,165.9000,2.0000,6.0000,0.180600,0.107400,-0.677600,0.006381,-0.087640,0.302600,0.180595,0.107412,-0.677557,0.006381,-0.087643,0.302607,4.258722e-05,0.001248
41,1,2.1000,6.0000,6.0000,0.037590,-0.124800,-2.014000,-0.021090,0.187600,-0.646600,0.037587,-0.124775,-2.013965,-0.021091,0.187581,-0.646636,3.634437e-05,0.001065
42,1,6.3000,6.0000,6.0000,0.090320,0.105600,-0.551300,0.010350,0.055660,-0.677400,0.090320,0.105590,-0.551252,0.010354,0.055658,-0.677379,4.845600e-05,0.001420
43,1,10.5000,6.0000,6.0000,0.136500,0.074430,-0.779100,0.002859,0.070030,-0.754600,0.136539,0.074427,-0.779075,0.002859,0.070027,-0.754559,4.148509e-05,0.001216
44,1,14.7000,6.0000,6.0000,0.172300,0.092390,-0.678000,0.002130,0.062850,-0.637500,0.172338,0.092386,-0.678008,0.002130,0.062853,-0.637535,3.830585e-05,0.001122
45,1,18.9000,6.0000,6.0000,0.202800,0.090940,-0.698100,0.002625,0.063600,-0.649200,0.202846,0.090943,-0.698106,0.002625,0.063602,-0.649179,4.590567e-05,0.001345
46,1,23.1000,6.0000,6.0000,0.229400,0.096600,-0.672800,0.002061,0.061830,-0.518900,0.229371,0.096603,-0.672816,0.002061,0.061828,-0.518928,2.916973e-05,0.000855
47,1,27.3000,6.0000,6.0000,0.252500,0.096590,-0.684000,0.002840,0.062840,-0.512800,0.252509,0.096592,-0.683974,0.002840,0.062838,-0.512823,2.558673e-05,0.000750
48,1,31.5000,6.0000,6.0000,0.272000,0.100500,-0.670700,0.002547,0.062700,-0.383900,0.271977,0.100463,-0.670652,0.002547,0.062703,-0.383907,4.778206e-05,0.001400
49,1,35.7000,6.0000,6.0000,0.288200,0.100700,-0.680100,0.003262,0.063640,-0.370500,0.288203,0.100712,-0.680085,0.003262,0.063637,-0.370514,1.450754e-05,0.000425
50,1,39.9000,6.0000,6.0000,0.301100,0.101700,-0.683800,0.002571,0.065180,-0.248800,0.301125,0.101657,-0.683789,0.002571,0.065176,-0.248846,4.596953e-05,0.001347
51,1,44.1000,6.0000,6.0000,0.310900,0.101700,-0.691700,0.003334,0.065540,-0.243800,0.310938,0.101683,-0.691698,0.003334,0.065542,-0.243849,4.890332e-05,0.001433
52,1,48.3000,6.0000,6.0000,0.318000,0.101400,-0.700900,0.002214,0.067660,-0.133300,0.317980,0.101369,-0.700939,0.002214,0.067662,-0.133296,3.867171e-05,0.001133
53,1,52.5000,6.0000,6.0000,0.322500,0.101400,-0.706900,0.003366,0.068230,-0.141700,0.322533,0.101433,-0.706922,0.003366,0.068229,-0.141701,3.339834e-05,0.000979
54,1,56.7000,6.0000,6.0000,0.325000,0.100600,-0.718900,0.002289,0.070410,-0.042390,0.325036,0.100568,-0.718919,0.002289,0.070415,-0.042390,3.620708e-05,0.001061
55,1,60.9000,6.0000,6.0000,0.325900,0.100700,-0.722800,0.003186,0.070600,-0.065610,0.325881,0.100743,-0.722821,0.003186,0.070603,-0.065613,4.317814e-05,0.001265
56,1,65.1000,6.0000,6.0000,0.325000,0.099500,-0.734400,0.002152,0.072670,0.024000,0.325004,0.099502,-0.734416,0.002152,0.072673,0.023997,1.614283e-05,0.000473
57,1,69.3000,6.0000,6.0000,0.323000,0.099610,-0.736300,0.002944,0.073080,-0.012650,0.322981,0.099615,-0.736261,0.002944,0.073079,-0.012653,3.873539e-05,0.001135
58,1,73.5000,6.0000,6.0000,0.320100,0.098430,-0.747000,0.001827,0.074680,0.069580,0.320084,0.098435,-0.747012,0.001827,0.074675,0.069580,1.592754e-05,0.000467
59,1,77.7000,6.0000,6.0000,0.316300,0.098760,-0.747400,0.002757,0.074700,0.021730,0.316258,0.098764,-0.747425,0.002757,0.074703,0.021731,4.220254e-05,0.001237
60,1,81.9000,6.0000,6.0000,0.312200,0.097700,-0.756100,0.001710,0.076110,0.098240,0.312167,0.097704,-0.756128,0.001710,0.076105,0.098243,3.338427e-05,0.000978
61,1,86.1000,6.0000,6.0000,0.307500,0.097890,-0.755500,0.002279,0.076510,0.041740,0.307491,0.097894,-0.755529,0.002279,0.076513,0.041742,2.895135e-05,0.000848
62,1,90.3000,6.0000,6.0000,0.302300,0.096980,-0.762200,0.001364,0.077650,0.115000,0.302308,0.096977,-0.762211,0.001364,0.077646,0.115028,2.779641e-05,0.000814
63,1,94.5000,6.0000,6.0000,0.297000,0.097140,-0.761300,0.002240,0.077550,0.051700,0.297017,0.097144,-0.761313,0.002240,0.077550,0.051696,1.691099e-05,0.000495
64,1,98.7000,6.0000,6.0000,0.291800,0.096110,-0.766600,0.001211,0.078050,0.123300,0.291809,0.096113,-0.766640,0.001211,0.078051,0.123330,4.024821e-05,0.001179
65,1,102.9000,6.0000,6.0000,0.286400,0.096260,-0.765100,0.001954,0.078100,0.055550,0.286422,0.096264,-0.765104,0.001954,0.078104,0.055550,2.178971e-05,0.000638
66,1,107.1000,6.0000,6.0000,0.281100,0.095730,-0.768300,0.000821,0.078320,0.126700,0.281095,0.095728,-0.768280,0.000821,0.078321,0.126701,2.019277e-05,0.000592
67,1,111.3000,6.0000,6.0000,0.275900,0.095880,-0.765500,0.001406,0.078450,0.056770,0.275884,0.095879,-0.765474,0.001406,0.078451,0.056769,2.611383e-05,0.000765
68,1,115.5000,6.0000,6.0000,0.270900,0.095310,-0.767600,0.000645,0.078630,0.129000,0.270896,0.095310,-0.767614,0.000645,0.078629,0.128980,2.000237e-05,0.000586
69,1,119.7000,6.0000,6.0000,0.266000,0.095420,-0.764900,0.001328,0.078450,0.059020,0.266002,0.095421,-0.764884,0.001328,0.078447,0.059021,1.597570e-05,0.000468
70,1,123.9000,6.0000,6.0000,0.260700,0.094870,-0.764500,0.000405,0.078150,0.133300,0.260681,0.094866,-0.764466,0.000406,0.078146,0.133339,3.862329e-05,0.001132
71,1,128.1000,6.0000,6.0000,0.255300,0.094750,-0.761600,0.000951,0.078060,0.064760,0.255282,0.094748,-0.761634,0.000951,0.078064,0.064759,3.351161e-05,0.000982
72,1,132.3000,6.0000,6.0000,0.250100,0.094450,-0.760000,0.000078,0.077670,0.142200,0.250083,0.094451,-0.759995,0.000078,0.077666,0.142185,1.670422e-05,0.000489
73,1,136.5000,6.0000,6.0000,0.244500,0.094260,-0.756500,0.000685,0.077470,0.076240,0.244518,0.094264,-0.756541,0.000685,0.077466,0.076238,4.077229e-05,0.001195
74,1,140.7000,6.0000,6.0000,0.238700,0.093770,-0.754400,0.000026,0.076730,0.158100,0.238672,0.093766,-0.754427,0.000026,0.076725,0.158142,4.223694e-05,0.001238
75,1,144.9000,6.0000,6.0000,0.232300,0.093550,-0.749800,0.000518,0.076750,0.096960,0.232283,0.093547,-0.749815,0.000518,0.076754,0.096961,1.710094e-05,0.000501
76,1,149.1000,6.0000,6.0000,0.225300,0.093520,-0.742400,-0.000256,0.075540,0.185000,0.225277,0.093519,-0.742441,-0.000256,0.075536,0.184999,4.082973e-05,0.001196
77,1,153.3000,6.0000,6.0000,0.217800,0.093170,-0.737400,0.000052,0.075100,0.132900,0.217778,0.093166,-0.737444,0.000052,0.075105,0.132905,4.412030e-05,0.001293
78,1,157.5000,6.0000,6.0000,0.209300,0.088810,-0.759300,-0.001031,0.076610,0.223400,0.209302,0.088808,-0.759345,-0.001031,0.076614,0.223439,4.524171e-05,0.001326
79,1,161.7000,6.0000,6.0000,0.199200,0.092830,-0.725000,-0.003540,0.069530,0.160500,0.199220,0.092828,-0.724973,-0.003540,0.069530,0.160516,2.722206e-05,0.000798
80,1,165.9000,6.0000,6.0000,0.187200,0.106400,-0.629600,-0.007053,0.107200,0.307100,0.187229,0.106355,-0.629552,-0.007053,0.107196,0.307067,4.786022e-05,0.001402
81,1,2.1000,10.0000,6.0000,0.026780,-0.123300,-2.215000,0.016560,-0.129000,-0.665000,0.026776,-0.123307,-2.215213,0.016557,-0.128999,-0.665024,2.132608e-04,0.006248
82,1,6.3000,10.0000,6.0000,0.071210,0.101700,-0.670900,-0.008363,-0.005704,-0.678500,0.071213,0.101742,-0.670866,-0.008363,-0.005704,-0.678469,4.194812e-05,0.001229
83,1,10.5000,10.0000,6.0000,0.121900,0.074290,-0.873800,0.000440,-0.017050,-0.753900,0.121927,0.074292,-0.873783,0.000440,-0.017050,-0.753861,3.865155e-05,0.001132
84,1,14.7000,10.0000,6.0000,0.159100,0.091310,-0.764200,0.002013,-0.007894,-0.637600,0.159097,0.091314,-0.764224,0.002013,-0.007894,-0.637555,4.539989e-05,0.001330
85,1,18.9000,10.0000,6.0000,0.190100,0.090030,-0.780700,0.002855,-0.007459,-0.648400,0.190128,0.090034,-0.780662,0.002855,-0.007459,-0.648352,4.762554e-05,0.001395
86,1,23.1000,10.0000,6.0000,0.216700,0.095270,-0.754800,0.003612,-0.004317,-0.518500,0.216685,0.095266,-0.754789,0.003612,-0.004317,-0.518462,3.825377e-05,0.001121
87,1,27.3000,10.0000,6.0000,0.239900,0.095850,-0.764400,0.003901,-0.003240,-0.511700,0.239897,0.095855,-0.764359,0.003901,-0.003240,-0.511712,4.101319e-05,0.001202
88,1,31.5000,10.0000,6.0000,0.259600,0.099670,-0.751000,0.004609,-0.000918,-0.383400,0.259619,0.099666,-0.751042,0.004609,-0.000918,-0.383393,4.180015e-05,0.001225
89,1,35.7000,10.0000,6.0000,0.275700,0.099800,-0.760300,0.004686,0.000443,-0.369100,0.275740,0.099805,-0.760268,0.004686,0.000443,-0.369076,4.004359e-05,0.001173
90,1,39.9000,10.0000,6.0000,0.288300,0.100500,-0.765500,0.005182,0.000777,-0.248400,0.288309,0.100549,-0.765494,0.005182,0.000777,-0.248395,4.935753e-05,0.001446
91,1,44.1000,10.0000,6.0000,0.297800,0.100600,-0.774200,0.005088,0.001955,-0.242600,0.297840,0.100638,-0.774203,0.005088,0.001955,-0.242561,3.955714e-05,0.001159
92,1,48.3000,10.0000,6.0000,0.304700,0.100500,-0.784900,0.005157,0.001417,-0.133000,0.304742,0.100481,-0.784915,0.005157,0.001417,-0.133004,4.157367e-05,0.001218
93,1,52.5000,10.0000,6.0000,0.309300,0.100600,-0.792000,0.004995,0.002530,-0.140600,0.309252,0.100638,-0.792035,0.004995,0.002530,-0.140556,4.792015e-05,0.001404
94,1,56.7000,10.0000,6.0000,0.311500,0.099580,-0.805300,0.004865,0.001756,-0.042270,0.311534,0.099578,-0.805260,0.004865,0.001756,-0.042266,4.023445e-05,0.001179
95,1,60.9000,10.0000,6.0000,0.312100,0.099740,-0.810500,0.004616,0.002802,-0.064510,0.312065,0.099741,-0.810540,0.004616,0.002802,-0.064515,3.967424e-05,0.001162
96,1,65.1000,10.0000,6.0000,0.311200,0.098690,-0.823300,0.004689,0.002039,0.024170,0.311150,0.098692,-0.823276,0.004689,0.002039,0.024169,4.997962e-05,0.001464
97,1,69.3000,10.0000,6.0000,0.309100,0.098880,-0.826100,0.004310,0.002985,-0.011640,0.309096,0.098879,-0.826058,0.004310,0.002985,-0.011642,4.164533e-05,0.001220
98,1,73.5000,10.0000,6.0000,0.305900,0.097650,-0.837700,0.004373,0.002527,0.069440,0.305868,0.097654,-0.837668,0.004373,0.002527,0.069440,3.210801e-05,0.000941
99,1,77.7000,10.0000,6.0000,0.302000,0.097840,-0.839000,0.004058,0.003301,0.022570,0.301960,0.097838,-0.839023,0.004058,0.003301,0.022570,3.950321e-05,0.001157
100,1,81.9000,10.0000,6.0000,0.297800,0.096690,-0.848300,0.003970,0.002710,0.098270,0.297767,0.096687,-0.848261,0.003970,0.002710,0.098274,3.909828e-05,0.001146
101,1,86.1000,10.0000,6.0000,0.293000,0.096990,-0.848600,0.003240,0.003275,0.042580,0.292974,0.096986,-0.848636,0.003240,0.003275,0.042584,3.559151e-05,0.001043
102,1,90.3000,10.0000,6.0000,0.287900,0.096170,-0.855800,0.003244,0.002998,0.114800,0.287862,0.096168,-0.855786,0.003244,0.002998,0.114810,3.788677e-05,0.001110
103,1,94.5000,10.0000,6.0000,0.282600,0.096120,-0.855200,0.002846,0.003453,0.052310,0.282628,0.096121,-0.855175,0.002846,0.003453,0.052305,2.753414e-05,0.000807
104,1,98.7000,10.0000,6.0000,0.277200,0.095190,-0.860400,0.002810,0.003155,0.123100,0.277182,0.095191,-0.860425,0.002810,0.003155,0.123107,2.458076e-05,0.000720
105,1,102.9000,10.0000,6.0000,0.271600,0.095280,-0.859100,0.002329,0.003250,0.055990,0.271632,0.095276,-0.859110,0.002329,0.003250,0.055993,3.199480e-05,0.000937
106,1,107.1000,10.0000,6.0000,0.266500,0.094600,-0.862600,0.002107,0.003244,0.126500,0.266501,0.094595,-0.862580,0.002107,0.003244,0.126494,1.954945e-05,0.000573
107,1,111.3000,10.0000,6.0000,0.261400,0.094830,-0.860300,0.001677,0.003475,0.057400,0.261375,0.094827,-0.860288,0.001677,0.003475,0.057403,2.494731e-05,0.000731
108,1,115.5000,10.0000,6.0000,0.256500,0.094410,-0.861600,0.001871,0.003533,0.128600,0.256532,0.094414,-0.861592,0.001871,0.003533,0.128644,4.361836e-05,0.001278
109,1,119.7000,10.0000,6.0000,0.251400,0.094450,-0.858800,0.001342,0.003478,0.059210,0.251396,0.094446,-0.858823,0.001342,0.003478,0.059209,2.278958e-05,0.000668
110,1,123.9000,10.0000,6.0000,0.246000,0.094020,-0.858600,0.001242,0.003597,0.133000,0.246013,0.094018,-0.858645,0.001242,0.003597,0.132964,4.525677e-05,0.001326
111,1,128.1000,10.0000,6.0000,0.240800,0.093780,-0.855700,0.000684,0.003520,0.064970,0.240796,0.093776,-0.855734,0.000684,0.003520,0.064967,3.448454e-05,0.001010
112,1,132.3000,10.0000,6.0000,0.235700,0.093370,-0.853600,0.000739,0.003535,0.141800,0.235691,0.093372,-0.853572,0.000739,0.003535,0.141781,2.769564e-05,0.000811
113,1,136.5000,10.0000,6.0000,0.230300,0.093310,-0.849500,0.000391,0.003395,0.076520,0.230273,0.093311,-0.849490,0.000391,0.003395,0.076520,2.673191e-05,0.000783
114,1,140.7000,10.0000,6.0000,0.224600,0.092860,-0.846400,0.000582,0.003896,0.157600,0.224556,0.092863,-0.846359,0.000582,0.003896,0.157611,4.357592e-05,0.001277
115,1,144.9000,10.0000,6.0000,0.218300,0.092520,-0.841100,0.000066,0.003344,0.096880,0.218258,0.092519,-0.841145,0.000066,0.003344,0.096885,4.469387e-05,0.001310
116,1,149.1000,10.0000,6.0000,0.211300,0.092590,-0.833200,0.000239,0.003931,0.184400,0.211325,0.092594,-0.833151,0.000239,0.003931,0.184422,4.939297e-05,0.001447
117,1,153.3000,10.0000,6.0000,0.203900,0.092170,-0.828400,0.000113,0.003703,0.132900,0.203897,0.092175,-0.828410,0.000113,0.003703,0.132875,2.450181e-05,0.000718
118,1,157.5000,10.0000,6.0000,0.195800,0.087680,-0.848400,0.000808,0.001791,0.223100,0.195776,0.087684,-0.848354,0.000808,0.001791,0.223095,4.596811e-05,0.001347
119,1,161.7000,10.0000,6.0000,0.186900,0.091200,-0.808700,0.003587,0.006810,0.159100,0.186915,0.091202,-0.808678,0.003587,0.006810,0.159125,2.455103e-05,0.000719
120,1,165.9000,10.0000,6.0000,0.177500,0.105500,-0.691000,0.007636,-0.038760,0.301200,0.177469,0.105477,-0.691027,0.007636,-0.038760,0.301173,3.126999e-05,0.000916
121,1,2.1000,14.0000,6.0000,0.033770,-0.125500,-2.102000,-0.014070,0.120700,-0.651300,0.033771,-0.125531,-2.102018,-0.014065,0.120725,-0.651339,3.929209e-05,0.001151
122,1,6.3000,14.0000,6.0000,0.082880,0.101400,-0.602200,0.010430,0.035550,-0.681100,0.082877,0.101402,-0.602180,0.010434,0.035550,-0.681118,2.035131e-05,0.000596
123,1,10.5000,14.0000,6.0000,0.130000,0.071590,-0.818800,0.003523,0.055850,-0.749600,0.129960,0.071590,-0.818780,0.003523,0.055855,-0.749574,3.997711e-05,0.001171
124,1,14.7000,14.0000,6.0000,0.165800,0.089360,-0.715800,0.004402,0.052080,-0.638600,0.165820,0.089362,-0.715757,0.004402,0.052083,-0.638646,4.646420e-05,0.001361
125,1,18.9000,14.0000,6.0000,0.196500,0.088140,-0.734200,0.004479,0.055150,-0.644500,0.196487,0.088142,-0.734241,0.004479,0.055146,-0.644462,4.089297e-05,0.001198
126,1,23.1000,14.0000,6.0000,0.223000,0.093650,-0.709300,0.005535,0.055040,-0.519600,0.222980,0.093653,-0.709262,0.005535,0.055044,-0.519597,3.763398e-05,0.001103
127,1,27.3000,14.0000,6.0000,0.246000,0.094090,-0.718900,0.005919,0.057230,-0.507800,0.246048,0.094091,-0.718855,0.005919,0.057235,-0.507781,4.834666e-05,0.001417
128,1,31.5000,14.0000,6.0000,0.265600,0.097710,-0.706200,0.006600,0.058340,-0.384500,0.265573,0.097707,-0.706224,0.006600,0.058342,-0.384476,2.727520e-05,0.000799
129,1,35.7000,14.0000,6.0000,0.281700,0.098000,-0.715100,0.006468,0.060020,-0.365300,0.281707,0.098000,-0.715084,0.006468,0.060021,-0.365324,2.399588e-05,0.000703
130,1,39.9000,14.0000,6.0000,0.294300,0.098880,-0.719900,0.006979,0.062230,-0.249700,0.294323,0.098877,-0.719898,0.006979,0.062232,-0.249660,3.963499e-05,0.001161
131,1,44.1000,14.0000,6.0000,0.304000,0.098970,-0.728100,0.006702,0.063140,-0.239100,0.303997,0.098972,-0.728102,0.006702,0.063137,-0.239055,4.519426e-05,0.001324
132,1,48.3000,14.0000,6.0000,0.310700,0.098640,-0.738200,0.007086,0.065430,-0.134700,0.310701,0.098641,-0.738232,0.007086,0.065433,-0.134677,3.175256e-05,0.000930
133,1,52.5000,14.0000,6.0000,0.315300,0.098890,-0.744800,0.006703,0.066150,-0.137200,0.315262,0.098890,-0.744778,0.006703,0.066151,-0.137167,3.814758e-05,0.001118
134,1,56.7000,14.0000,6.0000,0.317900,0.098070,-0.756900,0.006703,0.068470,-0.044230,0.317877,0.098074,-0.756934,0.006703,0.068470,-0.044227,3.405068e-05,0.000998
135,1,60.9000,14.0000,6.0000,0.318500,0.098090,-0.761700,0.006296,0.068990,-0.061040,0.318507,0.098092,-0.761656,0.006296,0.068988,-0.061036,4.393772e-05,0.001287
136,1,65.1000,14.0000,6.0000,0.317800,0.096880,-0.773700,0.006393,0.071060,0.022010,0.317802,0.096884,-0.773672,0.006393,0.071061,0.022011,2.787805e-05,0.000817
137,1,69.3000,14.0000,6.0000,0.315800,0.097170,-0.775900,0.005803,0.071420,-0.008156,0.315771,0.097166,-0.775909,0.005803,0.071424,-0.008156,2.890037e-05,0.000847
138,1,73.5000,14.0000,6.0000,0.312500,0.096090,-0.786900,0.005853,0.073280,0.067300,0.312531,0.096088,-0.786875,0.005853,0.073276,0.067304,3.123901e-05,0.000915
139,1,77.7000,14.0000,6.0000,0.308900,0.096200,-0.788100,0.005209,0.073530,0.025730,0.308925,0.096198,-0.788100,0.005209,0.073531,0.025732,2.499018e-05,0.000732
140,1,81.9000,14.0000,6.0000,0.304600,0.094900,-0.796900,0.005352,0.074920,0.095930,0.304633,0.094895,-0.796870,0.005352,0.074918,0.095928,3.336562e-05,0.000978
141,1,86.1000,14.0000,6.0000,0.299700,0.095150,-0.796900,0.004747,0.075220,0.045650,0.299748,0.095146,-0.796899,0.004747,0.075223,0.045652,4.838512e-05,0.001418
142,1,90.3000,14.0000,6.0000,0.294800,0.094410,-0.803600,0.004521,0.076230,0.112200,0.294846,0.094409,-0.803569,0.004521,0.076229,0.112247,4.655521e-05,0.001364
143,1,94.5000,14.0000,6.0000,0.289700,0.094450,-0.802700,0.003672,0.076380,0.055450,0.289703,0.094449,-0.802731,0.003672,0.076379,0.055455,3.073235e-05,0.000900
144,1,98.7000,14.0000,6.0000,0.284100,0.093460,-0.808000,0.003675,0.076910,0.120300,0.284145,0.093462,-0.808027,0.003675,0.076909,0.120300,4.481509e-05,0.001313
