
 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1495   6.55303E-05  5.84263E-05 -6.29136E-03 
  1496  -7.01437E-05 -5.65916E-05 -6.28897E-03 
  1497   6.51981E-05  4.79731E-09 -6.22247E-03 
  1498  -6.97975E-05 -4.41112E-09 -6.22525E-03 
  1499   7.61189E-05  1.08126E-04 -7.05988E-03 
  1500  -8.00073E-05 -1.03269E-04 -7.06421E-03 

 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1501   7.53208E-05  1.15904E-04 -6.83720E-03 
  1502  -7.92221E-05 -1.10815E-04 -6.84137E-03 
  1503   7.43899E-05  1.12973E-04 -6.60818E-03 
  1504  -7.83065E-05 -1.08169E-04 -6.61202E-03 
  1505   7.34232E-05  9.51676E-05 -6.39693E-03 
  1506  -7.73566E-05 -9.12684E-05 -6.40140E-03 
  1507   7.26053E-05  5.82002E-05 -6.23845E-03 
  1508  -7.65507E-05 -5.64330E-05 -6.24162E-03 
  1509   7.22504E-05  4.92052E-09 -6.16509E-03 
  1510  -7.61863E-05 -4.31682E-09 -6.18078E-03 
  1511   8.31374E-05  1.07862E-04 -7.00490E-03 
  1512  -8.63599E-05 -1.03037E-04 -7.00472E-03 
  1513   8.22791E-05  1.15583E-04 -6.78262E-03 
  1514  -8.55185E-05 -1.10500E-04 -6.78274E-03 
  1515   8.12879E-05  1.12616E-04 -6.55422E-03 
  1516  -8.45465E-05 -1.07818E-04 -6.55411E-03 
  1517   8.02715E-05  9.48279E-05 -6.34388E-03 
  1518  -8.35498E-05 -9.09554E-05 -6.34417E-03 
  1519   7.94125E-05  5.79495E-05 -6.18660E-03 
  1520  -8.27081E-05 -5.61227E-05 -6.18413E-03 
  1521   7.90193E-05  4.77259E-09 -6.11825E-03 
  1522  -8.22995E-05 -4.38080E-09 -6.12099E-03 
  1523   8.98074E-05  1.07592E-04 -6.94029E-03 
  1524  -9.23557E-05 -1.02742E-04 -6.94493E-03 
  1525   8.88788E-05  1.15239E-04 -6.71883E-03 
  1526  -9.14556E-05 -1.10172E-04 -6.72327E-03 
  1527   8.78506E-05  1.12246E-04 -6.49127E-03 
  1528  -9.04498E-05 -1.07464E-04 -6.49536E-03 
  1529   8.67982E-05  9.44689E-05 -6.28152E-03 
  1530  -8.94206E-05 -9.05912E-05 -6.28622E-03 
  1531   8.59343E-05  5.76896E-05 -6.12432E-03 
  1532  -8.85722E-05 -5.59298E-05 -6.12787E-03 
  1533   8.54895E-05  4.89746E-09 -6.05132E-03 
  1534  -8.80583E-05 -4.27037E-09 -6.06795E-03 
  1535   9.60598E-05  1.07291E-04 -6.87665E-03 
  1536  -9.79830E-05 -1.02503E-04 -6.87612E-03 
  1537   9.50989E-05  1.14887E-04 -6.65577E-03 
  1538  -9.70546E-05 -1.09809E-04 -6.65558E-03 
  1539   9.40493E-05  1.11866E-04 -6.42885E-03 
  1540  -9.60264E-05 -1.07092E-04 -6.42841E-03 
  1541   9.29837E-05  9.41132E-05 -6.22006E-03 
  1542  -9.49880E-05 -9.02750E-05 -6.22003E-03 
  1543   9.21269E-05  5.74254E-05 -6.06392E-03 
  1544  -9.41389E-05 -5.55751E-05 -6.06142E-03 
  1545   9.17617E-05  4.67122E-09 -5.99785E-03 
  1546  -9.37389E-05 -4.37676E-09 -5.99843E-03 
  1547   1.01740E-04  1.06958E-04 -6.80439E-03 
  1548  -1.03172E-04 -1.02070E-04 -6.80702E-03 
  1549   1.00782E-04  1.14534E-04 -6.58405E-03 
  1550  -1.02229E-04 -1.09498E-04 -6.58702E-03 

 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1551   9.97300E-05  1.11488E-04 -6.35800E-03 
  1552  -1.01198E-04 -1.06725E-04 -6.36060E-03 
  1553   9.86728E-05  9.37385E-05 -6.14987E-03 
  1554  -1.00175E-04 -8.98871E-05 -6.15302E-03 
  1555   9.77899E-05  5.72131E-05 -5.99425E-03 
  1556  -9.93372E-05 -5.54597E-05 -5.99562E-03 
  1557   9.75069E-05  4.84491E-09 -5.92322E-03 
  1558  -9.91857E-05 -4.30774E-09 -5.93525E-03 
  1559   1.17025E-04  0.00000E+00 -7.15782E-03 
  1560  -1.16745E-04  0.00000E+00 -7.16266E-03 
  1561   1.17007E-04  8.32717E-06 -7.15791E-03 
  1562  -1.16751E-04 -7.93945E-06 -7.15755E-03 
  1563   1.16963E-04  1.66306E-05 -7.14707E-03 
  1564  -1.16682E-04 -1.58709E-05 -7.15164E-03 
  1565   1.16884E-04  2.48813E-05 -7.13593E-03 
  1566  -1.16632E-04 -2.37321E-05 -7.13591E-03 
  1567   1.16782E-04  3.30551E-05 -7.11459E-03 
  1568  -1.16507E-04 -3.15320E-05 -7.11896E-03 
  1569   1.16647E-04  4.11284E-05 -7.09262E-03 
  1570  -1.16402E-04 -3.92350E-05 -7.09262E-03 
  1571   1.16489E-04  4.90659E-05 -7.06071E-03 
  1572  -1.16224E-04 -4.68098E-05 -7.06506E-03 
  1573   1.16304E-04  5.68304E-05 -7.02830E-03 
  1574  -1.16069E-04 -5.42187E-05 -7.02831E-03 
  1575   1.16101E-04  6.43810E-05 -6.98623E-03 
  1576  -1.15846E-04 -6.14273E-05 -6.99050E-03 
  1577   1.15874E-04  7.16676E-05 -6.94393E-03 
  1578  -1.15647E-04 -6.83915E-05 -6.94377E-03 
  1579   1.15641E-04  7.86627E-05 -6.89197E-03 
  1580  -1.15392E-04 -7.50504E-05 -6.89662E-03 
  1581   1.15374E-04  8.52916E-05 -6.84085E-03 
  1582  -1.15176E-04 -8.13929E-05 -6.84023E-03 
  1583   1.15077E-04  9.14068E-05 -6.78085E-03 
  1584  -1.14783E-04 -8.73480E-05 -6.78348E-03 
  1585   1.22738E-04  0.00000E+00 -6.91530E-03 
  1586  -1.21307E-04  0.00000E+00 -6.91996E-03 
  1587   1.22721E-04  8.22561E-06 -6.91529E-03 
  1588  -1.21287E-04 -7.84116E-06 -6.91512E-03 
  1589   1.22665E-04  1.64287E-05 -6.90468E-03 
  1590  -1.21239E-04 -1.56763E-05 -6.90909E-03 
  1591   1.22576E-04  2.45832E-05 -6.89359E-03 
  1592  -1.21146E-04 -2.34450E-05 -6.89374E-03 
  1593   1.22452E-04  3.26641E-05 -6.87260E-03 
  1594  -1.21031E-04 -3.11559E-05 -6.87681E-03 
  1595   1.22296E-04  4.06486E-05 -6.85081E-03 
  1596  -1.20875E-04 -3.87738E-05 -6.85098E-03 
  1597   1.22107E-04  4.85030E-05 -6.81937E-03 
  1598  -1.20699E-04 -4.62695E-05 -6.82355E-03 
  1599   1.21893E-04  5.61925E-05 -6.78725E-03 
  1600  -1.20485E-04 -5.36089E-05 -6.78742E-03 

 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1601   1.21651E-04  6.36758E-05 -6.74574E-03 
  1602  -1.20258E-04 -6.07553E-05 -6.74986E-03 
  1603   1.21390E-04  7.09007E-05 -6.70374E-03 
  1604  -1.20001E-04 -6.76573E-05 -6.70388E-03 
  1605   1.21105E-04  7.78234E-05 -6.65252E-03 
  1606  -1.19729E-04 -7.42524E-05 -6.65696E-03 
  1607   1.20812E-04  8.44149E-05 -6.60185E-03 
  1608  -1.19426E-04 -8.05578E-05 -6.60161E-03 
  1609   1.20513E-04  9.05222E-05 -6.54233E-03 
  1610  -1.19166E-04 -8.64862E-05 -6.54529E-03 
  1611   1.17899E-04  0.00000E+00 -6.67134E-03 
  1612  -1.15846E-04  0.00000E+00 -6.67567E-03 
  1613   1.17879E-04  8.11166E-06 -6.67127E-03 
  1614  -1.15819E-04 -7.73115E-06 -6.67088E-03 
  1615   1.17820E-04  1.62018E-05 -6.66087E-03 
  1616  -1.15768E-04 -1.54577E-05 -6.66495E-03 
  1617   1.17722E-04  2.42468E-05 -6.64989E-03 
  1618  -1.15669E-04 -2.31223E-05 -6.64981E-03 
  1619   1.17586E-04  3.22228E-05 -6.62925E-03 
  1620  -1.15543E-04 -3.07320E-05 -6.63313E-03 
  1621   1.17416E-04  4.01085E-05 -6.60771E-03 
  1622  -1.15372E-04 -3.82542E-05 -6.60766E-03 
  1623   1.17213E-04  4.78726E-05 -6.57676E-03 
  1624  -1.15181E-04 -4.56624E-05 -6.58061E-03 
  1625   1.16980E-04  5.54806E-05 -6.54501E-03 
  1626  -1.14951E-04 -5.29231E-05 -6.54496E-03 
  1627   1.16722E-04  6.28923E-05 -6.50410E-03 
  1628  -1.14706E-04 -6.00011E-05 -6.50788E-03 
  1629   1.16443E-04  7.00577E-05 -6.46258E-03 
  1630  -1.14431E-04 -6.68460E-05 -6.46249E-03 
  1631   1.16149E-04  7.69380E-05 -6.41206E-03 
  1632  -1.14150E-04 -7.34002E-05 -6.41614E-03 
  1633   1.15842E-04  8.34985E-05 -6.36189E-03 
  1634  -1.13850E-04 -7.96728E-05 -6.36139E-03 
  1635   1.15535E-04  8.95915E-05 -6.30311E-03 
  1636  -1.13551E-04 -8.55850E-05 -6.30570E-03 
  1637   9.83868E-05  0.00000E+00 -6.44964E-03 
  1638  -9.63192E-05  0.00000E+00 -6.45463E-03 
  1639   9.83719E-05  7.99468E-06 -6.44982E-03 
  1640  -9.63251E-05 -7.61803E-06 -6.44981E-03 
  1641   9.83113E-05  1.59703E-05 -6.43934E-03 
  1642  -9.62478E-05 -1.52337E-05 -6.44407E-03 
  1643   9.82194E-05  2.39027E-05 -6.42875E-03 
  1644  -9.61752E-05 -2.27891E-05 -6.42907E-03 
  1645   9.80859E-05  3.17716E-05 -6.40821E-03 
  1646  -9.60305E-05 -3.02962E-05 -6.41273E-03 
  1647   9.79256E-05  3.95572E-05 -6.38720E-03 
  1648  -9.58922E-05 -3.77222E-05 -6.38754E-03 
  1649   9.77279E-05  4.72303E-05 -6.35649E-03 
  1650  -9.56841E-05 -4.50432E-05 -6.36097E-03 

 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1651   9.75082E-05  5.47582E-05 -6.32540E-03 
  1652  -9.54871E-05 -5.22261E-05 -6.32573E-03 
  1653   9.72590E-05  6.21036E-05 -6.28484E-03 
  1654  -9.52304E-05 -5.92386E-05 -6.28925E-03 
  1655   9.69985E-05  6.92169E-05 -6.24407E-03 
  1656  -9.49920E-05 -6.60325E-05 -6.24435E-03 
  1657   9.67189E-05  7.60553E-05 -6.19397E-03 
  1658  -9.47092E-05 -7.25471E-05 -6.19865E-03 
  1659   9.64370E-05  8.25924E-05 -6.14460E-03 
  1660  -9.44627E-05 -7.87988E-05 -6.14451E-03 
  1661   9.61344E-05  8.86794E-05 -6.08633E-03 
  1662  -9.41465E-05 -8.47101E-05 -6.08946E-03 
  1663   5.98362E-05  0.00000E+00 -6.28484E-03 
  1664  -5.89939E-05  0.00000E+00 -6.28866E-03 
  1665   5.98194E-05  7.89892E-06 -6.28569E-03 
  1666  -5.89062E-05 -7.52435E-06 -6.28280E-03 
  1667   5.97817E-05  1.57742E-05 -6.27470E-03 
  1668  -5.89359E-05 -1.50462E-05 -6.27820E-03 
  1669   5.97143E-05  2.36163E-05 -6.26488E-03 
  1670  -5.88109E-05 -2.25092E-05 -6.26240E-03 
  1671   5.96233E-05  3.13949E-05 -6.24401E-03 
  1672  -5.87775E-05 -2.99288E-05 -6.24724E-03 
  1673   5.95058E-05  3.90968E-05 -6.22385E-03 
  1674  -5.86025E-05 -3.72734E-05 -6.22145E-03 
  1675   5.93701E-05  4.66938E-05 -6.19295E-03 
  1676  -5.85266E-05 -4.45203E-05 -6.19616E-03 
  1677   5.92116E-05  5.41556E-05 -6.16282E-03 
  1678  -5.83127E-05 -5.16381E-05 -6.16045E-03 
  1679   5.90398E-05  6.14443E-05 -6.12218E-03 
  1680  -5.82001E-05 -5.85964E-05 -6.12533E-03 
  1681   5.88475E-05  6.85157E-05 -6.08248E-03 
  1682  -5.79569E-05 -6.53534E-05 -6.08002E-03 
  1683   5.86421E-05  7.53448E-05 -6.03226E-03 
  1684  -5.78095E-05 -7.18533E-05 -6.03587E-03 
  1685   5.84360E-05  8.18773E-05 -5.98387E-03 
  1686  -5.75222E-05 -7.80933E-05 -5.98129E-03 
  1687   5.82711E-05  8.79274E-05 -5.92596E-03 
  1688  -5.74479E-05 -8.40046E-05 -5.92734E-03 
  1689   4.96717E-09  0.00000E+00 -6.20876E-03 
  1690  -4.48794E-09  0.00000E+00 -6.22598E-03 
  1691   4.79519E-09  7.85098E-06 -6.21521E-03 
  1692  -4.59576E-09 -7.46554E-06 -6.21704E-03 
  1693   4.94750E-09  1.56996E-05 -6.19908E-03 
  1694  -4.49677E-09 -1.49800E-05 -6.21538E-03 
  1695   4.80273E-09  2.34895E-05 -6.19406E-03 
  1696  -4.57899E-09 -2.23753E-05 -6.19699E-03 
  1697   4.93365E-09  3.12244E-05 -6.16881E-03 
  1698  -4.49152E-09 -2.97529E-05 -6.18449E-03 
  1699   4.78084E-09  3.88917E-05 -6.15337E-03 
  1700  -4.56293E-09 -3.70627E-05 -6.15629E-03 

 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1701   4.91345E-09  4.64595E-05 -6.11815E-03 
  1702  -4.47363E-09 -4.42792E-05 -6.13371E-03 
  1703   4.76516E-09  5.38934E-05 -6.09276E-03 
  1704  -4.54700E-09 -5.13667E-05 -6.09564E-03 
  1705   4.88560E-09  6.11584E-05 -6.04793E-03 
  1706  -4.45629E-09 -5.83050E-05 -6.06320E-03 
  1707   4.74912E-09  6.81913E-05 -6.01281E-03 
  1708  -4.52493E-09 -6.50171E-05 -6.01567E-03 
  1709   4.87290E-09  7.49719E-05 -5.95819E-03 
  1710  -4.42079E-09 -7.14151E-05 -5.97455E-03 
  1711   4.65549E-09  8.15790E-05 -5.91640E-03 
  1712  -4.53363E-09 -7.77694E-05 -5.91687E-03 
  1713   4.83324E-09  8.76944E-05 -5.85358E-03 
  1714  -4.46764E-09 -8.39040E-05 -5.86549E-03 
  1715   1.14214E-04  1.06063E-04 -6.58601E-03 
  1716  -1.14005E-04 -1.01266E-04 -6.58748E-03 
  1717   1.13302E-04  1.13547E-04 -6.36765E-03 
  1718  -1.13119E-04 -1.08532E-04 -6.36946E-03 
  1719   1.12370E-04  1.10471E-04 -6.14362E-03 
  1720  -1.12217E-04 -1.05741E-04 -6.14509E-03 
  1721   1.11459E-04  9.27853E-05 -5.93762E-03 
  1722  -1.11329E-04 -8.89654E-05 -5.93960E-03 
  1723   1.10677E-04  5.65156E-05 -5.78386E-03 
  1724  -1.10556E-04 -5.47222E-05 -5.78385E-03 
  1725   1.10249E-04  4.78787E-09 -5.71571E-03 
  1726  -1.10034E-04 -4.31181E-09 -5.72350E-03 
  1727   1.19607E-04  1.05176E-04 -6.34935E-03 
  1728  -1.18278E-04 -1.00412E-04 -6.35116E-03 
  1729   1.18805E-04  1.12716E-04 -6.13278E-03 
  1730  -1.17501E-04 -1.07732E-04 -6.13474E-03 
  1731   1.18159E-04  1.09718E-04 -5.91035E-03 
  1732  -1.16872E-04 -1.05014E-04 -5.91202E-03 
  1733   1.17644E-04  9.20966E-05 -5.70589E-03 
  1734  -1.16372E-04 -8.82977E-05 -5.70801E-03 
  1735   1.17212E-04  5.59533E-05 -5.55345E-03 
  1736  -1.15945E-04 -5.41679E-05 -5.55387E-03 
  1737   1.16993E-04  4.80004E-09 -5.48617E-03 
  1738  -1.15713E-04 -4.34107E-09 -5.49446E-03 
  1739   1.14641E-04  1.04317E-04 -6.11193E-03 
  1740  -1.12685E-04 -9.95891E-05 -6.11341E-03 
  1741   1.13961E-04  1.12089E-04 -5.89686E-03 
  1742  -1.12026E-04 -1.07128E-04 -5.89853E-03 
  1743   1.13687E-04  1.09418E-04 -5.67534E-03 
  1744  -1.11756E-04 -1.04721E-04 -5.67672E-03 
  1745   1.13850E-04  9.20160E-05 -5.47126E-03 
  1746  -1.11912E-04 -8.82225E-05 -5.47309E-03 
  1747   1.14136E-04  5.58800E-05 -5.31911E-03 
  1748  -1.12193E-04 -5.40707E-05 -5.31918E-03 
  1749   1.14230E-04  4.90775E-09 -5.25235E-03 
  1750  -1.12281E-04 -4.45453E-09 -5.25981E-03 

 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1751   9.53152E-05  1.03510E-04 -5.89702E-03 
  1752  -9.33531E-05 -9.88045E-05 -5.89898E-03 
  1753   9.47207E-05  1.11633E-04 -5.68330E-03 
  1754  -9.27762E-05 -1.06687E-04 -5.68542E-03 
  1755   9.46924E-05  1.09594E-04 -5.46208E-03 
  1756  -9.27497E-05 -1.04894E-04 -5.46390E-03 
  1757   9.55398E-05  9.28476E-05 -5.25678E-03 
  1758  -9.35615E-05 -8.90202E-05 -5.25898E-03 
  1759   9.70073E-05  5.66748E-05 -5.10263E-03 
  1760  -9.50214E-05 -5.48670E-05 -5.10330E-03 
  1761   9.76382E-05  5.15258E-09 -5.03495E-03 
  1762  -9.55545E-05 -4.71792E-09 -5.04346E-03 
  1763   5.76716E-05  1.02825E-04 -5.73826E-03 
  1764  -5.68060E-05 -9.81326E-05 -5.73825E-03 
  1765   5.71821E-05  1.11265E-04 -5.52569E-03 
  1766  -5.63241E-05 -1.06326E-04 -5.52611E-03 
  1767   5.71559E-05  1.09912E-04 -5.30464E-03 
  1768  -5.62721E-05 -1.05206E-04 -5.30471E-03 
  1769   5.79740E-05  9.43209E-05 -5.09730E-03 
  1770  -5.70907E-05 -9.04857E-05 -5.09797E-03 
  1771   6.00813E-05  5.87769E-05 -4.93817E-03 
  1772  -5.91178E-05 -5.68887E-05 -4.93684E-03 
  1773   6.24987E-05  5.69944E-09 -4.86924E-03 
  1774  -6.22020E-05 -5.24753E-09 -4.87248E-03 
  1775   4.78507E-09  1.02443E-04 -5.66859E-03 
  1776  -4.47819E-09 -9.76602E-05 -5.67633E-03 
  1777   4.80717E-09  1.11078E-04 -5.45678E-03 
  1778  -4.51779E-09 -1.06128E-04 -5.46503E-03 
  1779   4.92163E-09  1.10023E-04 -5.23618E-03 
  1780  -4.63613E-09 -1.05314E-04 -5.24363E-03 
  1781   5.17165E-09  9.49576E-05 -5.02788E-03 
  1782  -4.90496E-09 -9.10258E-05 -5.03638E-03 
  1783   5.72030E-09  6.11943E-05 -4.86749E-03 
  1784  -5.43568E-09 -5.99725E-05 -4.87073E-03 
  1785   6.60043E-09  6.57897E-09 -4.77475E-03 
  1786  -5.84738E-09 -5.65713E-09 -4.80511E-03 
  1787   3.33325E-04  0.00000E+00 -5.56796E-03 
  1788   3.32914E-04 -1.23403E-05 -5.56529E-03 
  1789   3.33234E-04 -2.43989E-05 -5.55789E-03 
  1790   3.32885E-04 -3.67352E-05 -5.54552E-03 
  1791   3.33107E-04 -4.87508E-05 -5.52805E-03 
  1792   3.32829E-04 -6.06929E-05 -5.50578E-03 
  1793   3.33019E-04 -7.24858E-05 -5.47868E-03 
  1794   3.32777E-04 -8.40816E-05 -5.44673E-03 
  1795   3.33029E-04 -9.53772E-05 -5.41011E-03 
  1796   3.32826E-04 -1.06298E-04 -5.36899E-03 
  1797   3.33255E-04 -1.17034E-04 -5.32335E-03 
  1798   3.33160E-04 -1.27137E-04 -5.27284E-03 
  1799   3.33350E-04 -1.36154E-04 -5.21968E-03 
  1800   3.39725E-04  0.00000E+00 -5.71337E-03 

 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1801   3.40000E-04 -1.23307E-05 -5.71073E-03 
  1802   3.39694E-04 -2.44507E-05 -5.70328E-03 
  1803   3.39840E-04 -3.67217E-05 -5.69087E-03 
  1804   3.39552E-04 -4.87659E-05 -5.67339E-03 
  1805   3.39648E-04 -6.07256E-05 -5.65112E-03 
  1806   3.39335E-04 -7.25287E-05 -5.62397E-03 
  1807   3.39426E-04 -8.41328E-05 -5.59203E-03 
  1808   3.39140E-04 -9.54632E-05 -5.55537E-03 
  1809   3.39268E-04 -1.06457E-04 -5.51421E-03 
  1810   3.39052E-04 -1.17202E-04 -5.46858E-03 
  1811   3.39429E-04 -1.27495E-04 -5.41820E-03 
  1812   3.39279E-04 -1.36666E-04 -5.36448E-03 
  1813   3.41654E-04  0.00000E+00 -5.86516E-03 
  1814   3.41738E-04 -1.23394E-05 -5.86256E-03 
  1815   3.41600E-04 -2.45347E-05 -5.85508E-03 
  1816   3.41585E-04 -3.68195E-05 -5.84259E-03 
  1817   3.41405E-04 -4.88947E-05 -5.82509E-03 
  1818   3.41318E-04 -6.08779E-05 -5.80272E-03 
  1819   3.41097E-04 -7.26989E-05 -5.77550E-03 
  1820   3.40991E-04 -8.43131E-05 -5.74346E-03 
  1821   3.40771E-04 -9.56543E-05 -5.70674E-03 
  1822   3.40689E-04 -1.06651E-04 -5.66545E-03 
  1823   3.40519E-04 -1.17264E-04 -5.61978E-03 
  1824   3.40593E-04 -1.27373E-04 -5.56962E-03 
  1825   3.40592E-04 -1.36738E-04 -5.51594E-03 
  1826   3.39266E-04  0.00000E+00 -6.01640E-03 
  1827   3.39276E-04 -1.23896E-05 -6.01381E-03 
  1828   3.39183E-04 -2.46394E-05 -6.00629E-03 
  1829   3.39109E-04 -3.69515E-05 -5.99376E-03 
  1830   3.38947E-04 -4.90791E-05 -5.97619E-03 
  1831   3.38797E-04 -6.10960E-05 -5.95374E-03 
  1832   3.38583E-04 -7.29440E-05 -5.92641E-03 
  1833   3.38392E-04 -8.45739E-05 -5.89428E-03 
  1834   3.38156E-04 -9.59275E-05 -5.85745E-03 
  1835   3.37968E-04 -1.06937E-04 -5.81606E-03 
  1836   3.37747E-04 -1.17580E-04 -5.77025E-03 
  1837   3.37590E-04 -1.27778E-04 -5.72003E-03 
  1838   3.37430E-04 -1.37081E-04 -5.66618E-03 
  1839   3.34323E-04  0.00000E+00 -6.16567E-03 
  1840   3.34308E-04 -1.24357E-05 -6.16305E-03 
  1841   3.34228E-04 -2.47470E-05 -6.15551E-03 
  1842   3.34122E-04 -3.71144E-05 -6.14291E-03 
  1843   3.33958E-04 -4.92889E-05 -6.12528E-03 
  1844   3.33770E-04 -6.13489E-05 -6.10272E-03 
  1845   3.33536E-04 -7.32332E-05 -6.07530E-03 
  1846   3.33292E-04 -8.48915E-05 -6.04304E-03 
  1847   3.33022E-04 -9.62560E-05 -6.00609E-03 
  1848   3.32757E-04 -1.07262E-04 -5.96456E-03 
  1849   3.32481E-04 -1.17862E-04 -5.91862E-03 
  1850   3.32232E-04 -1.27927E-04 -5.86824E-03 

 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1851   3.32003E-04 -1.37261E-04 -5.81434E-03 
  1852   3.27035E-04  0.00000E+00 -6.31208E-03 
  1853   3.27019E-04 -1.25037E-05 -6.30947E-03 
  1854   3.26933E-04 -2.48710E-05 -6.30188E-03 
  1855   3.26810E-04 -3.72864E-05 -6.28924E-03 
  1856   3.26632E-04 -4.95191E-05 -6.27151E-03 
  1857   3.26422E-04 -6.16293E-05 -6.24886E-03 
  1858   3.26163E-04 -7.35535E-05 -6.22130E-03 
  1859   3.25882E-04 -8.52441E-05 -6.18892E-03 
  1860   3.25566E-04 -9.66374E-05 -6.15181E-03 
  1861   3.25242E-04 -1.07665E-04 -6.11013E-03 
  1862   3.24900E-04 -1.18306E-04 -6.06403E-03 
  1863   3.24572E-04 -1.28480E-04 -6.01350E-03 
  1864   3.24242E-04 -1.37758E-04 -5.95934E-03 
  1865   3.17836E-04  0.00000E+00 -6.45483E-03 
  1866   3.17808E-04 -1.25594E-05 -6.45219E-03 
  1867   3.17719E-04 -2.49988E-05 -6.44457E-03 
  1868   3.17582E-04 -3.74838E-05 -6.43185E-03 
  1869   3.17390E-04 -4.97696E-05 -6.41404E-03 
  1870   3.17158E-04 -6.19320E-05 -6.39127E-03 
  1871   3.16874E-04 -7.39041E-05 -6.36360E-03 
  1872   3.16559E-04 -8.56356E-05 -6.33105E-03 
  1873   3.16206E-04 -9.70597E-05 -6.29379E-03 
  1874   3.15831E-04 -1.08102E-04 -6.25192E-03 
  1875   3.15432E-04 -1.18725E-04 -6.20565E-03 
  1876   3.15029E-04 -1.28794E-04 -6.15493E-03 
  1877   3.14622E-04 -1.38122E-04 -6.10069E-03 
  1878   3.06867E-04  0.00000E+00 -6.59298E-03 
  1879   3.06843E-04 -1.26367E-05 -6.59035E-03 
  1880   3.06749E-04 -2.51331E-05 -6.58267E-03 
  1881   3.06602E-04 -3.76753E-05 -6.56989E-03 
  1882   3.06398E-04 -5.00290E-05 -6.55198E-03 
  1883   3.06148E-04 -6.22511E-05 -6.52911E-03 
  1884   3.05842E-04 -7.42779E-05 -6.50128E-03 
  1885   3.05498E-04 -8.60553E-05 -6.46858E-03 
  1886   3.05113E-04 -9.75233E-05 -6.43113E-03 
  1887   3.04695E-04 -1.08609E-04 -6.38908E-03 
  1888   3.04245E-04 -1.19292E-04 -6.34258E-03 
  1889   3.03781E-04 -1.29484E-04 -6.29165E-03 
  1890   3.03303E-04 -1.38778E-04 -6.23707E-03 
  1891   2.94434E-04  0.00000E+00 -6.72600E-03 
  1892   2.94402E-04 -1.26956E-05 -6.72334E-03 
  1893   2.94307E-04 -2.52752E-05 -6.71564E-03 
  1894   2.94154E-04 -3.78892E-05 -6.70278E-03 
  1895   2.93940E-04 -5.03050E-05 -6.68478E-03 
  1896   2.93673E-04 -6.25861E-05 -6.66177E-03 
  1897   2.93352E-04 -7.46691E-05 -6.63380E-03 
  1898   2.92982E-04 -8.64996E-05 -6.60092E-03 
  1899   2.92568E-04 -9.80098E-05 -6.56328E-03 
  1900   2.92115E-04 -1.09131E-04 -6.52101E-03 

 Rigid Airport Pavement
                   FAASR3D (version 1.0 ) compiled 04/15/19
 n o d a l   p r i n t   o u t   f o r   t i m e   s t e p     1  ( at time  1.0000E+00 )
   node     x-disp       y-disp       z-disp
  1901   2.91627E-04 -1.19811E-04 -6.47430E-03 
  1902   2.91112E-04 -1.29921E-04 -6.42314E-03 
  1903   2.90575E-04 -1.39281E-04 -6.36842E-03 
  1904   2.80702E-04  0.00000E+00 -6.85318E-03 
  1905   2.80669E-04 -1.27852E-05 -6.85051E-03 
  1906   2.80576E-04 -2.54231E-05 -6.84274E-03 
  1907   2.80417E-04 -3.81009E-05 -6.82982E-03 
  1908   2.80198E-04 -5.05851E-05 -6.81171E-03 
  1909   2.79919E-04 -6.29319E-05 -6.78858E-03 
  1910   2.79585E-04 -7.50743E-05 -6.76044E-03 
  1911   2.79197E-04 -8.69610E-05 -6.72740E-03 
